Review #,Review,product,delivery,price,service,explanation
38,good nmn po siya for its price kaso lng parang medyo masikip ang xxl nila pero overall maganda yung quality almost 1 week nadin siya bago ko na receive dito sa mindanao kaya i give 4 star para sa seller,1,1,1,0,
39,maganda naman po sya sakto lang naman saakin kaso butas bo at sira yung sa zipper nya ok nalang naman makapal din pero hindi mainit,1,0,0,0,
40,mabilisa ship out  15 ko lang inorder 16 pa lang dumating na okay naman ang mga items tama ang kulay  maganda naman ang tela kaso maliit lang ang size xxl na order ko pero kasya lang s large pero 4 stars pa rin rate,1,1,0,0,
41,ok naman ang tela malambot and di mainitkasya lng s anak ko na lalakikaso ung zipper parang ordinary lng katulad lng ng ibang nabilin ko nongbunakunting hila lng matatanggapmas ok p cguro kung deretsong bulsa na lng mas maganda papero over all magandaspamat seller,1,0,0,0,
42,nice product good choice kaso ang zipper madaling madamage ittry plng open nasira na but still ok tnx seller and delivery guy but still ok tnx seller and delivery guy,1,0,0,0,
43,maganda ang quality wala na ako video at picture kasi kinuha na ng may ari maraming beses na ako nag order salamat seller,1,0,0,0,
44,makapal yung tela pwede panlamig sulit sa presyo great quality,1,0,1,0,
45,thank you shopee seller and sa nagdeliver maganda po yung mga jogger,1,1,0,0,
46,thank you seller thank you rider maganda ung tela pangit ung tela ng bulsa di zipper ung bulsa sakto sukat sa hita at comfy naman,1,0,0,0,
47,thank you po lahat maganda at kumpleto at tama po order ko always po maganda service dito sa uulitin po sulit pam business po,1,0,1,1,
48,thank you sa seller at sa nagdeliversakto lang sa husband koat fast delivery pai will order again ganda ng tela at makapal pang bike at pag jogging may pocket pa na may zippergod bless,1,1,0,0,
49,nagustuhan ng buyer ko ang items na to more powers to you and to shopee trusted shop and ofcoarse ang nag iisang shopee,1,0,0,0,
50,its my third order on this itemsatisfied buyer herealthough may mga natatanggal na tahiipa repair na la angsalamat shopeesa seller at of course sa masisipag na deliverer,1,0,0,1,
51,okayyy naman yung item good qualityyy nagustuhan sya ng father kooo thank youu seller thank youuu shoppeeeeeeeeeee,1,0,0,0,
52,ordered last july 15 2021 received last july 21 2021 kompleto naman po oorder ako ulit jusko finally found this shop merong zipper yung pants na antagal ko ng hinahanap,1,1,0,0,
53,good quality products salamat sa seller sa shoppee at sa nagdeliver will surely order again thank you po,1,0,0,1,
54,ganda parin ng quality thanks seller nka bublewrap pa,1,0,0,0,
55,this is my 3rd purchasesana may discount na sa susunodstill satisfied with the producti will order again,1,0,0,0,
56,nice quality very affordable thank you so much seller have to adjust your order 1 size bigger mejo maliit yung size but its nice i will surely buy again from this seller,1,0,1,1,
57,pang 3rd times ko na ng bumili dito sa shop na to maganda quality,1,0,0,0,
58,wala npo ako picture kc nkuha agadsold out po agad kaya ng order ulit ako thank u soo much po ang gnda ng quality at very affordablesana sae pdin ung qualitysa nxt order ko thanks seller shopee at ky kua jnt na suking suki kona super bilis,1,0,1,1,
59,thank you seller for my complete order tamang tama lang talaga yong naorder ko kasya po sa akin at syempre sa pgbibigyan ko oorder q next time,1,0,0,0,
60,ok nman mauksi nga lang at maliit png medium body frame lng yata sana may xxl ang size,1,0,0,0,
61,this is my second time ordering at this shop and all item are complete with no damages thank you seller for this sana sa pagorder ko ulit may free na char hahahhaha thank you din kay kuyang nagdeliver godbless you both and keep safe,1,0,0,1,
62,ang bilis mashipped inorder ko nung 2 nashipped ng 3 and then i received today kahapon pa sana pero di na nadeliver customer satisfied here manipis pero worth it naman sa price yung black stripped maganda ang tela niya madulas at malambot and yung pants maganda din,1,1,1,0,
63,hmmmmmm thank you seller sa product kahit manipis at hindi ko siya nagustuhan pero ok na rin sa presyo nya kasi mura langsana magustuhan ng husband ko ahay ok nalang thank you shopee sa serbisyo lagi thank you jt and deliveryman sa magandang serbisyo,1,0,1,1,
64,pang ilang order ku na to at satisfied parin aku hehehe thank you po seller sana next time may freebie na hehehehe sa uulitin po,0,0,0,1,
65,ang gaganda ng mga shorts thank you po seller yung video nasali yung order ku sa ibang shop sorry po nagkasabay kac clang dumating hehe,1,0,0,0,
66,maganda po ung product at mura lng ung medium size sakto lng po sa 26 or 27 na size 28 pataas sikip na po bibili ulit ako sa 11 yoong gray nmn nyahaha,1,0,1,0,
67,okay naman siya maayos dumating pag upo nga lang bumababa sa likod hehe thank you seller,0,0,0,0,
68,maganda sya thankyou sellllleeeerrrrrrrrrrrrrrr thankyou seller thankyou seller,1,0,0,0,
69,okay ang quality sulit ang price secured ang packaging mabilis ang delivery maraming salamat sa seller at sa courier,0,1,1,1,
70,best quality as ever many times na akong nag oorder and still so goodwalang sira ang mga items super protected with bubble wrap nasunod ang kulay and exact items talagai really love and trust this shophighly recommending this shop all products are good seryoso,1,0,0,0,
71,maliliit tlaga ung sizes  3x na ko bumibili d2 ganun pa din kaya mag add kayo mg size pag bibili kayo maganda kc quality para sakin kaya kahit ganun bumibili parin ako kay seller thank you parin kc nbenta ko parin cia  5 stars parin po sayo,1,0,0,0,
72,ok naman sya pang bahay at complete din yung dumating wala din naman syang sira thanks sa seller courier at shopee at kay kuya rider,0,0,0,1,
73,okay sila hehe thank you excited tuloy ako suotin bukas sa next purchase po ulet,0,0,0,0,
74,excellent quality very accommodating seller wellpackaged item shipped immediately will order again mabenta at binili agad,1,1,0,1,
75,thank you kumpleto at walang damage napaka ganda lahat salamat talaga po thankyou ng marami po sa uulitin po salamat talaga,1,0,0,0,
76,super like and worth it pang ilan order ko na sa shop the quality is good and super fast delivery din thank youuu seller,1,1,0,0,
77,thank you so much for these seller complete lahat ng items at napaka ganda po satisfied customer here happy selling po,1,0,0,0,
78,eto na at dumating din yung itemreasonable price for a reasonable itemgood quality thanx to seller  sa shopee,1,1,1,0,
79,item shipped immediatelymagaganda lahat ang items thank you so much seller keep up the good work will order again,1,1,0,0,
80,cotton smooth fabric kaso sira agad ang zipper the delivery is fast pero its good naman nevermind sa small damage thanks seller and to shoppe rider,1,1,0,0,
81,item arrived in good conditionwell packedthanx to shopee and sellerpati na din sa nagdelivermany thanx,0,1,0,0,
82,complete orders ang bilis din na ship and deliver agad ang ganda ng tela ang kapal nagustuhan ng mga kapatid at papa ko thank you seller and rider order kami ulit godbless and keep safe,1,1,0,0,
83,good quality ganda ng tela nagustuhan ng mister ko mabili na din agad yong 2di lang pareho yong type ng garter nya pero okey namang good quality parinnext order ulit ako nagtry lng kasi ako if magustohan kothanks sa shop na ito kay manong rider at sa shoppee,1,1,0,0,
84,ganda ng quality sa murang halaga thanks seller sa halagang 74 pesos sulit order ako ulit thanks shopee,1,0,1,0,
85,i was amazed of the quality mura yet di ka mapapamura sa quality i always prefer ksi large sizes for jogging pants para comfortable mag jogging thank you seller for this,1,0,1,0,
86,ang bilis ma deliver okay nman ung quality nya sakto lang for its price di nga lang consistent ung size kasi ung isang xxl medyo maliit overall good finds na din,1,1,1,0,
87,okay naman sya mas oks if pambahay or magrrun ng errand saglit ganurn pero di sya pede na pamporma talaga ganun medyo manipis tela nya but all in all naman maganda talaga,1,0,0,0,
88,ilang beses nakong umorder dahil na rin sa ang daming may gusto magpaorder na kawork ni papa ang ganda kasi nga ang comfy pa may isa na defect pero okay lang di naman masyadong halata thankyouuuuu seller and kay ateng nagdeliver godbless you both and keep safe,1,0,0,1,
89,ang ganda may kaliitan lang ang size niya pero bet na bet ng asawa ko napakabilis ng shipping kakaship out ng hapon kinabukasan andito na agad thank you so much 10stars,1,1,0,0,
90,this is my second order here and the quality is still good the package has arrived at the promised date without any problems and it is well packaged with plastic wrap covering it maraming salamat sa seller at courier,1,1,0,0,
91,this is my second order sa shop na ito maganda ang tela ng jogger kaya lang maliit ang size na xxl nung color dark gray pero ok lang sulit naman thank you seller,1,0,1,0,
92,bilis dumating nag order agad ako pagka deliver nung una kong inorder dahil maganda ang jogging pants at affordable ok din ang socks salamat seller,1,1,1,0,
93,was so satisfied with my order super ganda ng fabric worth the price it was packed nicely and it arrived early than expected the seller is also very accommodating,1,1,1,1,
94,huy ang gandaaaa sulit na sulit for 95 pesos no doubt kung bakit no 1 best selling its thick enough para hindi bumakat masyado yung underwear i am 52 and i ordered large tapos sakto lang yung fit sakin b overall im so satisfied with this purchase thank you seller,1,0,1,0,
95,salamaaaat shopeeeeeeeeeeeeee nagustuhan ng brother ko perfectly fit sa kanya oks naman yung packaging at tsaka mabilis yung delivery salamaaaat selleeeeeer,1,1,0,0,
96,maganda po ang item actually pangalawa na po naming order sa shop na ito una po naming inorder ay kay papa at nung nakita namin na maganda naman bumili ulit kami nagustuhan namin ni mama ang jogging pants tama rin ang kulay at sizes na ipinadalasalamat shopee salamat seller at,1,0,0,1,
97,nice packaging and fast delivery sulit maganda ren yung tela makapal pwede pang pe hehehez,1,1,1,0,
98,ayos naman pero medyo masikip sa bewang mas maluwag pa ung dating order ko na large ang size xxl naman ang tag nito pero ung sa hita okay naman ang fitting,1,0,0,0,
99,dumating na order ko kompleto naman maganda talaga to iwas sa mga lamok pwede suotin everyday order ulit ako soon,1,0,0,0,
100,ok yung large makapal naman yung tela yung xxl may damage kita naman sa pic and video mura naman kaya ayos lang basta keri pa matahi next time double check na lang po sana salamat po ng marami,1,0,1,0,
101,maganda naman yunh product but it delivered late to its expected delivery pero okay lang mabait naman yung nag deliver di ko lang inaasahan yung tela ng leggings akala ko cotton yung madulas pala,1,1,0,1,
102,wala na finish na di ko inexpect yung ganda ng quality hindi sobrang kapal hindi rin sobrang nipis tska kapag sinuot sobrang gaan sa feeling ng fabric and may 2 pockets sakto yung fitting pero maliit ang size nila yung length very sakto i have thick thighs 55 ang height,1,0,0,0,
103,good quality lahat ng inorder ko ganda ng mga plain tee at muscel tee sobrang nagustuhan ni hubby i will order again thank you,1,0,0,0,
104,okay lang naman yung tela first time to order ln this shop at satisfied naman ako medyo matagal lang dumating thankyou seller,1,1,0,0,
105,ang gandaaaaaa salamat seller at sa shoppe,1,0,0,0,
106,items were shipped immediately received in excellent condition and wellpackaged naman magaganda lahat sakto iyong mga kulay and sizes na nabigay will definitely order again salamat seller sa kuyang nagdeliver at salamat shopee,1,1,0,1,
107,salamat shopee at sa seller tanggap ko na order ko maganda at makapal ang tela kaso maliit lng yung large sana xl lng inorder ko pero ok lng naman maganda pa rin salamat seller at sa shopee good job order nlang ako ulitsalamat din sa delivery man,1,0,0,1,
108,second order from this shop though the seller didnt reply to my messages tama naman pinadeliver nila i got the right color and size that i ordered kudos,1,0,0,1,
109,oks yung item nadeliver agad true to word na makapal yung tela kaya lang mas maganda pala kung mas malaking size nabili ko para mas baggy tingnan,1,1,0,0,
110,ang bilis nya ma ship  sakto lang ang tela kaso parang pang girl ang size nya large na to eh sana magkasya sa kuya ko  thank you seller,1,1,0,0,
111,thank you sellee mganda at sakto lang sa price ang quality nya nagustuhan ng asawa ko order ulit other colors naman,1,0,1,0,
112,okay naman di makapal di din manipis different sizes din kahit same silang xxl pero i dont recommend na bumili yung mga size 35 and up kase baka di kasya sa inyo overall okay naman sya because of the price,1,0,1,0,
113,super ganda niya worth it yong binayad ang ganda pa ng quality makapal ang tela bilis pa dumating at walang damage yong items tama din yong items na binigay,1,1,1,0,
114,maganda daw sabi ng brother ko oorder uli thanks seller napakabilis nyo mag ship more sales to come,1,1,0,0,
115,super ganda nito nag fit saken akala ko di kakasya kasi super laki ng balakang ko strechable sya kaya fit na fit saken at gustong gusto ko comportable din isuot bagay sya pang lakad lakad love it thank you seller,1,0,0,0,
116,well packedddddddd at magaganda andddd completeeeeeee salamat po ng maramiiii lagi akong umu order dito sana laging maayos ipadalaaaa thank youuuuuuuuuuuuu,1,0,0,0,
117,thanks seller ok po yung quality walang damagekaso matagal lang dumatingpero ok lang ganda nman eh,1,1,0,0,
118,thank you po seller courier at kuya na nagdeliver tamang mga kulay at bilang pinadala ni seller at pinaship din agad maganda ang pantsthank you,1,1,0,1,
119,i ordered the next day it is shipped out and then kaboom its here na hahhahahah thankyoou seller ang cute ng color niyaa i was so shocked lang kasi its xxl and sakto lang talaga siya for me anyway thankyou,1,1,0,0,
120,ang gaganda ng itemsmy second ordersalamat kay seller at kuya riderwalang damage ung itemsang bilis pa dumatingoorder kami ulit,1,1,0,1,
121,mabilis na deliver ang parcel at maganda naman ang tela hindi masyadong manipis at maganda din ang item kaso yung isa na grey ay may dumi buti na lang natanggal nung malabhan di ko lang sure kung kakasya sa kuya ko overall okay naman,1,1,0,0,
122,thank you so much seller at sa shopee received complete and no damage okey lang nan maganda po worth it for its price satisfied customer here,1,0,1,0,
123,mabilis dumating complete orders and variation kaya lang ibang iba na yung tela nya sa una kong naorder may kanipisan na sya,1,1,0,0,
124,hello seller maganda po sya kasu maliityung sizes nya pambabae po talaga pero maganda din po yung tela thank you so much,1,0,0,0,
125,ok na ok yung item oorder ako ulit ang bilis din dumating at maayos ang packaging thank you seller sa uulitin po,1,1,0,1,
126,sa mura halaga may short kana thank you seller sa complete item will order again pag naubos to paninda ko,0,0,1,1,
127,sakto lahat ng items mabilis yong time frame ng ship out at delivery maganda yong quality ng tela oorder kami ulit ty,1,1,0,0,
128,liit ng sizing nya xxl na binili ko pero parang ml lang sya may defect den sya yung sintas nya yung pang ribbon nasa likod anubayan alam kong factory defect yun pero sana chineck muna ni seller nagpasend ako pic bago iship kaso d sya nakareply 3 stars lang sana,1,0,0,1,
129,fast shipping 1 day lang kaso di ganun ka kapal yung tela nasunod naman yung color salamat pa din po seller yyayayasylaayya,1,1,0,0,
130,thanks shopee and seller kaso di nasunod ang gusto kong color kc parehas black ang dumating sakin i order one navy blue and one black but anyways ok na rin sana magkasya sya sakin,0,1,0,0,
131,black brown gree mabilis sya dumating kaso tulad ng nasa pic parang lawlaw tela nya na para bang sinuot na ng malaking tao nakakadisappointju,1,1,0,0,
132,ok lang din maganda kaso bakat yung foam nya kaya medyo pangit tignan dapat pala di na beige pinili ko thank you parin seller,1,0,0,0,
133,march 6 2021 recieved all my orders complete apat maganda makakapal yung tela kaso the color was not the same as the one in the pics na pinili ko expected ko tealish or blue green like sa pic,1,0,0,0,
134,nagustuhan ko naman yung mga items kaso nga lang yung ibang items ibang color yung dumating sken then iba yung color sa picture compared sa actual items black lang yung sumakto pero thanks pa din seller,1,0,0,0,
135,ganda siya love it kaso lng di man lng bnalot sa bubble wrap pinasok lng kaagad sa plastic meh tendency kcng madeform kpag nde nkabubble wrap kc inner wears siya siya eh i suggest next time put it in a bubble wrap or in a ziplock to avoid deformity of,1,0,0,0,
136,okay naman siya for me kasi parang di siya mainit suotin ang kaso lang naglulukot yung parang strap niya and tagal niya din bago nadeliver,1,1,0,0,
137,goods yung item kaso nga lang ung foam nya sa loob medyo na ipit ata and na di form but anyway good product second time kong omorder but still it didnt disappoint me,1,0,0,0,
138,maganda naman sya kaso yung light blue di ko nagustuhan ang laki tsaka di maganda pagkatahi parang nagamit na,1,0,0,0,
139,ayos lng maganda kung ano nasa pic un din ung dadating sayo kasoooo i thought na may kasama na na sticker ung nails andddd ung glue may kasama nang gluee ang kaso bawas na like wala p sa kalahati ung bawas cute ung mga nails saka may nail file na,1,0,0,0,
140,pang 3rd time ko ng nag oorder dito goods naman kaso yung glue po bakit hindi puno ganun po ba talaga huhu anyway thank you pa din po,1,0,0,0,
141,91 okay naman siya kaso natatanggal siya after ilang hours hahahaha pero kasalanan ko din naman kasi di ako marunong mag lagay ng glue pero magandaaa naman medj okay naman yung color yun lang thank you po seller,1,0,0,0,
142,maganda naman yung mga naills and affordable mabilis din dumating yung mga item kaso too big mga size nila lumalagpas sa kuko pag dinidikit,1,1,0,0,
143,its okay kaso yung isang item hindi nasunod sa variation na pinili ko and wala man lang message si seller na babaguhin yung isang item kaya hindi ko alam kung wala na yung ganung design or nagkamali ng design na napadala,0,0,0,1,
144,ganda kaso parang mighty yung glue hahaha medj mahapdi kapag napunta sa skin jsxjdnsjshshananananasnsnsnsnznznznznzns,1,0,0,0,
145,810 maganda sana kaso d madikit ung glue ph0t0  v1d n0t r3lat3d cute ung nails kaso d madikit ung glue uwu,1,0,0,0,
146,okay naman yung item mabilis dumating kaso yung glue di masyadong madikit kung sa ganda ng fake nails recommended ito for me lalo na kung mataas expectation mo sa item na tosayang lang nawala yung isa kong nail hahahaha di ko na tuloy alam kung saan nahulog bagay sa maputi,1,1,0,0,
147,yung iba hindi pantay ang tip at need ifile kaso kapag finile mo nasisira naman yung design so magtiis ka kung maganda pero iritable sa feeling o komportable pero sira yung design yung iba masyado malambot kaya nasisira agad may bubble yung iba kahit bagi mo idikit,1,0,0,0,
148,maganda kaso nakakatakot ung glue masyadong madikit di basta basta pwede palitan fake nails baka sumama ung kuko,1,0,0,0,
149,maganda ung tela kaso ung bulsa butas pero ok lang salamat seller god bless,1,0,0,1,
150,mura pero good quality kaso mali yung naibigay na color black ang inorder ko pero maroon ang dumating still nagustuhan naman ng kapatid ko hahaha thanks seller at sa nagdeliver din,1,0,1,1,
151,okay na sana kaso mali yong color order ko color black binigay nyo blue imbis na order ako ulit hindi nlng hayz,0,0,0,0,
152,thank you seller maganda po siya kaso maliit lang sa partner ko,1,0,0,0,
153,good ok naman kaso maliit ang large parang small size,1,0,0,0,
154,4star sory po pero maganda din naman cia kaso kunting nipis lang pero maganda cia comfortable suotin at mura pa kaya uulit po ako bibili if have money jejjeje,1,0,1,0,
155,ok nmn xia kaso maliit lang hindi kasya sa husband kolarge xia for teens kasya kaya binenta ko nlng sa pamangkin ko na 14 ang age,1,0,0,0,
156,ito goods to nasunod yung order ko sa jogger maganda cotton ang tela goods as new salamat shoppe rider and seller kaso itong iba,1,1,0,1,
157,okay naman maganda kaso yung black nyonho color navy blue pero okay na din,1,0,0,0,
158,good ang ganda ang linis tingnan ng cr ko ang sarap sa mata good quality din kaso paramg hindi accurate yung length order na lang ako ulit thank you seller dahil tama yung mga item na pinadala well packaged din thanks kay kuya rider,1,1,0,1,
159,medyo makapal 5star sana kaso dark grey ang dumating imbes na light grey buti na lng goods pa rin naman i will order ulit kasi kulang,1,0,0,0,
160,maganda kaso bitin pa ndi pa tapos kabitan order ulit ako next time,1,0,0,0,
161,good arrive safe and securethank you kuya ridermaganda yung kulay kaso lng manipis mabilis mapunit pero ok lng sa presyo nyasalamat seller,1,1,1,0,
162,pic and video not related mabilis lang iship at dumating order well packaged nmn at wala sira kaso iba kulay ang dumating medyo black hindi grey,1,1,0,0,
163,maganda naman po quality kaso lang may dumi medyo mataas din kunti naputol ko na kasi yung karugtong ng nasa picture i still love it,1,0,0,0,
164,super nice pangalawang bili ko na to kaso kinulang pa rin  5 na nabibili ko pero kulang pa rin pala,0,0,0,0,
165,second time order ko kaso ganto un satisfied this time cguro sa pg dilever na toh,0,0,0,0,
166,good i like it  maganda ang pagka gray nya at yong white din maganda kaso dismayado lang ako sa meters nya sabi 10 meters pero 7 meters lang pala mag purchase nalang ako ulit seller sana next time kong sinabing 10 meters dapat sana 10 meters para legit,1,0,0,1,
167,good sana ung quality kaso hindi gano nasecure ung product kaya nyupi at nlukot ung ibahindi tuloy maganda lapat sa wall nung mga nlukot,1,0,0,0,
168,good ang ganda po nag products like worth to buy kaso wag nyo po kunan nang carton sa loob kasi po para syang damnit na tiniklop,1,0,0,0,
169,maganda ang item kaso super tagal dumating sana mapabilis next time god bless,0,1,0,0,
170,great maganda naman ang quality and mabilis madeliver kaso semi madumi yung ibang parts pero okay lang din naman,1,1,0,0,
171,maganda sya kaso di madikit mabilis sya matanggal lalo na sa mga edges ng nilagyan mo mabilis lang din mapunit kasi manipis once na naiscratch mo yung kuko mong mahaba or anything na matulis e mabubutas or masisira yung nakadikit na wallpaper sa dingding but overall ok naman sya for,1,0,0,0,
172,goods naman yung quality kaso hindi naman pala sya 10 meters by 42 cm ngayon ko lang nacheck 6 meters by 42 cm lang sya,1,0,0,0,
173,8 ang ganda kaso nakulangan akoi will order again,1,0,0,0,
174,i recieve the product in good condition kaso nga lang yung purple kulang ng 3 pcs  yun lang thank seller,0,0,0,0,
175,thank you po seller sa maayos na pagka balot kaso hindi ko pa sya nabubuksan baka sa susunod na araw na thank you din sa courier sa mataas na pasensya ng delivery time god bless you both,0,1,0,0,
176,very ok oks naman mabilis madeliver kaso kulang lang ng isa pero ok lang naman pakidouble check nalang next time seller salamat,0,1,0,1,
177,maganda sana kaso di masyadong madikit worth the price pa rin naman gagamitan nlang siguro ng rugby o kaya zoy para dumikit talaga salamat po,1,0,1,0,
178,okay super bet ko yung product sa store na to kaso lang liit ng size nya sayang talaga di kasya sa akin34 ako pro di kasya 36 pero for sure o order ako ulit,1,0,0,0,
179,kumpleto naman yung item at okay sa price kaso hindi pareparehas yung sizing  pero pwede narin maraming salamat,0,0,1,0,
180,nice quality 3rd time ordering from this shop still did not disappoint kaso di gaanong stretchy ang band but still ganda ng fit,1,0,0,0,
181,okay sana looks the same as the pics in the ad kaso luma or sirang stock ang sinend sakin matatastas na yung thread im 36a and ang inorder ko yung 38 okay naman ang fit has padding,1,0,0,0,
182,mabilis maiship at maedeliver kaso lng ang iba ay deformed complete naman at correct sizing at colors pag yellow order mo asahan mo n may dents lalo at s34 at 36 oordern mo 38 wala poblema like this one wala xa dents,1,1,0,0,
183,i ordered 10172021 order received 10302021 medjo matagal dumating so far the products was good for its price kaso yon ngalang di responsive si seller,1,1,1,1,
184,pang 4 ko na tong order sa shop na to ok na sana kaso mali yung size na pinadala ni seller  i order 36 for the cream pero size 38 ang pinadala n seller kaya 4 na lng,0,0,0,1,
185,black ok lang naman siya sa price kaso maliit size niya dapat pag 34b ka orderin mo 36b para di agad siya nababanat pero oorder pa ako ulit thankyou seller tama yung kulay,1,0,1,0,
186,mbilis dumating kaso hnd nasunod ang color ilan beses q chinat c seller hnd nman binabasa,0,1,0,1,
187,good super ganda ng qualityi recomded bili na kayo hindi kayo magsisi,1,0,0,0,
