Review #,Review,product,delivery,price,service,explanation,,,,
21,ok sya malakai kaso mali ang kulay pink ang order ko dumating orange hays seller wala namang pasabi bago iship edi sana nakapili man lang ako ng ibang kulay na option,0,1,0,1,Issue with color.,,,,
22,watery na alcohol any way fav q pabango c meow tlaga may original aq pero dahil ang mahal ndi q xa maxado ginagamit kaya nag try aq bumili sa shop nato kaso ayun kaya mura kc bapaka layo ng amoy nia as in wala man lang sa katiting na amoy,1,0,1,0,Product quality and price.,,,,
23,hindi man langnaka bubble wrappag dating d2 damage na may umaalog sa loobamoy wire kapag ginagamitmaingay din sya,1,1,0,0,Poor packaging.,,,,
24,white ang order ko hindi black bakit black yung dumating d ba kayo marunong mag basa ng disription sa susunod sana eh double check muna ninyong mabuti kung anong color ng item bago ninyo ipadala,0,1,0,0,Wrong product.,,,,
25,plastic sabi ko seller black tignan mo pinadala mo light blue black ba yan nxt time magremind kau kung wala available sa mga order namin mga buyer kakadissapoint kau nakakawalang gana mag order go lang ng go makabenta lang naku wag ganon,0,1,0,1,Shipping problem.,,,,
26,not happy and not satisfied with the product not worth the price full charge naman pero sobrang hina ng hangin nasa pinaka malakas na sya pero mahina pa din ang mahal pa naman sayang lang pera,1,0,1,0,Low airflow.,,,,
27,very low and not sealed pa disappointed sa product we receive old stocks at naninilaw na yung iba plus the wallpaper is no longer sealed the end is sealed by scotch tape na lumang luma and very sticky na kapag tinanggal and prang kulang na yung length ng wallpaper,1,0,0,0,Not sealed.,,,,
28,yung dumating n shade iba sa shade sa picture khit number 04red orange shade yung dumating sa akin and dalawang 04 yung order koisa 03 and 04 ang dumatingsayang excited p nman ako at hnd sya matte pra syang may oil,1,0,0,0,Product color.,,,,
29,okay din fake news di naman nag sa stop pag tiniklop parang gaya lang ibang automatic na payong walang pinagkaiba pero maayos naman mukhang matibay,1,0,0,0,Product quality.,,,,
30,nakakalongkotkasi iba ang pinadala ky seller sa akin na tumbler2l pa naman enorder kokaso pgdating 1100ml langbat ganon ka sellersana nga totoo ka sa ibang tao,1,0,0,1,Seller sending wrong.,,,,
31,hndi responsive si seller nakakainis kita sa pic na ang liit ng isa pero same size pinagloloko nyo ata kami eh sayang pera budol ung magandang review ditowwg ng mag attemp umorder pagsisisihan nyo,0,0,1,1,Seller not responsive.,,,,
32,order ko black white dumating all black paayos namn sana hehe,0,1,0,0,Order problems.,,,,
33,low quality saying pera nyo dito mali item ibibigay sa inyo,1,0,1,0,Low quality items.,,,,
34,baliko ung glass nya natatanggal pa tapos di nman nagiiba kulay pag tinapat sa araw so dissappointed,1,0,0,0,Quality problem.,,,,
35,iba naman klase ng wipes to apat pa naman binili ko akala ko kagaya talaga sa picture,1,0,0,0,Product differences.,,,,
36,1 star lang kuno sabi ni mama ang liit daw kase nung shoes sakanya kahit sakto lang yung piniling size tsaka hindi rin sya nakabox,1,0,0,0,Product size issue.,,,,
37,hindi natatouch ung screen nya ts basag basag so disappointed,1,0,0,0,Quality.,,,,
38,not working yung naorder ko po sira yung pinaka tip nung item,1,0,0,0,Damaged item.,,,,
39,legit maganda talafa siya maganda ang sound quality niya,1,0,0,0,Good quality.,,,,
40,missing item70 pesos din to,0,1,1,0,Missing items.,,,,
41,not good worng color nag review ako sa mga nag order maganda nm mag feedback nila pero bakit pag dting sa order mo palpak mali ang kulay at sira ang isa nag chat ako sa seller sabi ko pink at blue kc babae lalaki ank ko pero ang dumating green,1,1,0,1,Mali kulay.,,,,
42,disappointed ako kahit sa tela ang pangit free size pero ang liit parang pang bata,1,0,0,0,Not happy.,,,,
43,wag kayo mag sayang ng pera dito di nyo pinupulot pera nyo para sayo ive waited for a week para i rate ka kasi baka mag response ka dahil lahat ng binili ko mali ive talked to you and give u a calm attitude kasi baka maibalik ko pa,0,0,1,1,Sayang pera.,,,,
44,ang tagal ng shipping then pag dating sayo sira sira at ang dumi ng dadating grabe im so disappointed dont buy here na not kidding sasakit lng ulo mo grabe,0,1,0,0,Shipping issue.,,,,
45,hanggang ngayon di parin nag rerefund dun sa kulang na square pants ipapabalik pa sakin yung items wala o kulang nga yung pinadala,0,1,0,0,Kulang product.,,,,
46,sira ung right earbudsnakakadismaya mura ngamapapamura ka talaga,1,0,1,0,Damaged product.,,,,
47,wala ka wenta wenta ung item pwede xa kung ang laptop mo maliit pero pag malaki nalundo xa parang anytime soon babagsak ung laptop pero nagana ung fan nya and nkapa tagal dumating,1,1,0,0,Item.,,,,
48,not high quality but good not recommended for sensitive skin as long as my allergy ka kase mahapdi yung mascara sa eyelashes then yung ink ng liquid eyeliner walang laman as in wala sa murang halaga wag kang mag expect na good condition yung item good quality naman yung eyebrow,1,0,1,0,Item quality.,,,,
49,kulang ang items na pinadala kala ko okay ang seller na to pero kulang ung 6pcs na order ko tatlo lang pinadalanag bayad naman ako nag ayos tapos ang deliver kulang ng tatlo nakaka disappointed naman ang seller na to at store na to,0,1,0,1,Lack of items.,,,,
50,medj paputol na po yung mlapit sa may white na malaki tas wla pang 3 araw di na agd nailaw nakakadala na umorderpero thnk you pa dennnn,1,0,0,0,Item problem.,,,,
51,not the same ng nasa picture and i ordered 2l 850ml ang pinadala very disappointed,1,0,0,0,The product and image not same.,,,,
52,nagbayad ka in full pero andami plang kulang sa mga items na inorder mo what an irresponsible seller unresponsive pa,0,0,0,1,Irresponsible seller.,,,,
53,subrang bilis magdrain nga battery i requested first returnrefund peru si seller una gusto 200 compensate next 300 next 500 offer peru gusto nya cancel ko yung request first at magbigay ng 5 stars diba kaya siguro mataas rate nila kasi ganun ginagawa nila sad kasi reseller sana ako,1,0,0,1,Seller issues.,,,,
54,usually nagbibigay ako ng 4 or 5 stars actually 2 ang inorder ko 1 is xl and the other one is xxl but when i opened the xxl i was shocked that its all soaked wet yung iba naman hindi basa eto lang talga si xxl ang basa the seller,1,0,0,1,Items product defect.,,,,
55,150 i would not recommend this product if you are looking for a long lasting things for everyday use the quality as expected for its price not really that kind of quality i was looking for kahit man lang maayus pagkalagay ng charger pod i suggest do not buy this,1,0,1,0,Not long lasting item.,,,,
56,mali yung dineliver 2l order ko naging 1l bulok,0,1,0,0,Wrong delivery item.,,,,
57,antagal magstraight ng buhok tbh hindi siya nakakastraight di to pwede pag nagmamadali lalo nat maiksi ang pasensya mo saka plastic yubg cover nung plantsa kaya nakakatakot gamitin,1,0,0,0,Not long straight hair.,,,,
58,cheap wrong size wrong design sayang pera kohow could you send me a wrong item,1,0,1,0,Wrong product item.,,,,
59,di mukhang bago yung ring light may scratches at may slight crack sa side pati yung box ng ring light mismo mukhang luma na yung wire din ng ring light di naka attach mabuti di na kasya sa upload ko kaya di ko malagay tapos super luwag nung sa tripod,1,0,0,0,Scratches and crack in the ring.,,,,
60,very very poor informed seller that i requested for a refund but seller was unresponsive he responded after 3 days only with a sad emoji no explanation whatsoever sayang lang pera nyo pag bumili kayo dito hindi gumagana ang items 2 pcs pa nman binili ko super sayang wlang nagawa,1,0,1,1,Poor responsivene.,,,,
61,aus naman kaya lng bapaliit akala ko kze unisex,1,0,0,0,Small.,,,,
62,zero rating nakakainis sayang lang pera ko dito sa item na to full charge na pero wala pang 30 mins lobat na waste of money hindi talaga napakinabangan,1,0,1,0,Not a long lasting.,,,,
63,different from what displayed sobrang nakakadissapoint kase iba yung dumating sobrang layo kaysa sa photo nakalagaytatlo pa naman yung inorder ko walang problema naman yung delivery kasi wala damage yung product seller was not responsible kasi hindi manlang siya nag respond sa concern ko about sa product,0,1,0,1,Different display.,,,,
64,hndi man tumatagal yung init nya but its ok kc p1 ko lang nman syang nabili excited pa nman akong gamitin sya tpos yung payong nman parang mababali yung mga tadyang ang ninipis minsanang gamitan lang yata kakadismaya,1,0,1,0,Not durable.,,,,
65,maganda at mukhang matibay kaso ang nakalagay s description was 3032 inches ung size pero nun gagamitin ko gang hita lng sakto lng s anak ko 9yrs old salamat,1,0,0,0,Not durable and size is too long.,,,,
66,kulang yung binigay na pen 20 pcs po dapat pero yung dumating 10 pcs lang pero 84 parin yung binayaran ko kasama narin kse yung pen spinning so dapat kung 10 pcs lang yung ballpen at 5 pcs lang yung pen spinning bali 58 lang dapat yung babayaran but thanks,0,1,1,0,Missing pen.,,,,
67,pasensya na sa rate ko sa anim na medium size na binili dalawa lang ang tumama nakakahiya po sa pag reregaluhan ko,1,0,0,0,Does not fit the size.,,,,
68,next time seller kng wala ang items na order saiyo mag sabi ka tulad nitong pinadala mo mali ang tagal mopa mag ship tas wrong item lang pala padala mo imbes matuwa anak ko hindi umayos ka magtinda para wala kang makaaway sakin ok lang ang item kaso pang bata,0,1,0,1,Wrong item.,,,,
69,ano bayan 2weeks kung hinintay wala din palang dadating na item tapos nag notify na din na narecieve ko na daw ano ba yun  1piso lang bili ko sana dahil sa new user ako piro paasa lang pala ganun hahah grabii ka badtrip hhintayin mo ng matagal tapos joke,0,1,0,0,Not receiving.,,,,
70,manipis mali lng caption niyo para makabenta nakalagay 10 meters pero walang 10 meters isang roll di rin sia gnun kalapad tulad ng ibang wall paper,1,0,0,0,Product description is misleading.,,,,
71,the item was shipped late i thought it will arrive after two to three days but i was wrong also grrr yung square pants chuchu bells may sulat na numbers and was written using a permanent marker like hello matatanggal pa ba yun ihh permanent marker yung ginamit panulat jusko,1,1,0,0,The item shipped late.,,,,
72,incomplete order tapos nabuksan pa yung sinend na patch tinatry ko makakuha ng refund pero ayaw aminin na may pagkakamali sila and di nila sinabi bago mag deliver na may mga missing item pa hayst nakaka disappoint 2 stars nalang kasi nakuha ko naman yung iba item,0,1,0,1,Incomplete order.,,,,
73,not satisfied because walang lagayan yung gel pen,1,0,0,0,Does not has the tools for it.,,,,
74,baligtad po yung lens bakit nman ganun di man lang check ng quality control yung isang parte sa salamin baligtad pagkakalagay hinde halata pero pag titingnan ng maigi baligtad paan yung isang mata ko useless lang talaga yung pag bili ko,1,0,0,1,Quality and controlling.,,,,
75,not good 10 m inorder ko dumating sakin 5m lng umay naman tapos yung remot 24keys lng,1,1,0,0,Shipping issue.,,,,
76,pag may 0 na star i will probably choose kasi wala kwenta kausap ang seller huwag kayo mag order dito,0,0,0,1,Seller responsiveness.,,,,
77,failed one day use for 1hour pathen wala na hindi na cxa gumanasawi,1,0,0,0,Failed for one day.,,,,
78,well packaged maganda sana kaso pagka bukas po ang baho kasi basa pala sya tapos may yellow stain na rin yong higaan at yong mosquito net is may itim2 na gilid,1,0,0,0,Smelly item.,,,,
79,no effect at all dissapointed super dissapointed sa amoy vanilla lace should smell sweet pero may halong alcohol ata ung perfume ganun din sa ariana grande na cloud very dissapointed,1,0,0,0,Smells bad.,,,,
80,kulang nman kayo mg deliver kaya minsan mas gusto q yung cod eh kc pg na payment na wala na kaung pakealam kung tama or kulang yung pinadedeliver nyong item mas ok tlga pg cod nlngngbayad ka ng tama tapos idedeliver sayo kulang,0,1,0,1,Not enough.,,,,
81,hndi gumagana ung lipatan ng kulay hndi mastay ung kulay ng ilaw ginawa na lng tuloy christmas lights ng mama ko,1,0,0,0,Defect item.,,,,
82,sorry to say na bkit po kau nagbbinta ng phone na ngamit na,1,0,0,0,Selling used item.,,,,
83,wrong color  i ordered light grey  pero dark pinadala nakaka disappoint,0,1,0,0,Wrong color.,,,,
84,ok ok naman ang power kaso lang lumolubog siya then yong fan umiingay pag ayosin yong para di na ayos na pag close pag ayusin naman nag iingay ang fannot satisfying productna disappoint talaga ako,1,0,0,0,Dissapointed power item.,,,,
85,poor defect di gumagana sayang pera,1,0,1,0,Defect item.,,,,
86,k sobrang nipis at sobrang fragile mdaling mapunit hndi worth sa price tinahi q pa ung napunit hindi p maaus pgkakatahi so poor,1,0,1,0,Poor item.,,,,
87,not good not good nasusunog pag china charge,1,0,0,0,Damaged item.,,,,
88,okay naman yung items at si seller amg concern ko lang ay ang rider seller pakiblock nyo na lang dapat sa list of courier ang shoppee express dlvry dhil wla man lang abiso kung ide2liver na ba sa araw na yun or hindi  di man lang nagtetext or tawag,0,1,0,1,Issue with delivery.,,,,
89,sayang pera not even working,1,0,1,0,Not worth it.,,,,
90,product description is misleadingdi po ito micro usb typekelangan ng 2 aaa batterybumili pa ako,1,0,0,0,Description product.,,,,
91,kaka recieve ko lang ng item ngayon pagbukas ko mali ung isang kulay bakit naging green ung pink hayyy sana po icheck muna ng maigi bago iship ung item pano masatisfied customer nyan kung ganyan tapos kapag mababa rating mag memessage ang seller hayyy nako,0,1,0,1,Wrong color item.,,,,
92,maganda yung quality ng bag kaso yung seller di nagrereply pag may concern ka about sa delivery yung rider 2 attempts na laging nilalagay buyer is unreachable e maghapon akong nag aantay ng update nya ako pa ang kumokontak pero pinapatay ang mga call ko di rin nagrereply,1,1,0,1,Good product but unresponsive seller and rider.,,,,
93,seller unresponsive walang mouse na nadeliver sa mouse and mousepad bundle chaka may depekto ang keyboard pls reply seller sayang din yung 500 na gastos ko,1,0,1,1,Lacking the mouse but good product and not responsive.,,,,
94,medyo malabo sorry seller but na disappoint ako sa product nyo isa lang nag connect nag failed yung isa,1,0,0,0,Bad product.,,,,
95,wag kayong oorder dto kng ayaw nyong ma stress walang paki seller nito makabenta maka kubra lng tlga sila ika unlad sana ng buhay nyo pang iscam sa tao,0,0,0,1,Not ordering it.,,,,
96,not worth it disappointed hindi kumpleto pinadala niyo kulang ng leeg nung phone holder yun pa naman ang need ko ilang arawlinggo ako nag follow up puro please wait wala namang nangyariang hina pa nung ilaw niyo not worth it yung product parang pinabayaan ng seller yung mga problemang ganto,0,0,1,1,Not worth it disappointed.,,,,
97,scam po mali po yung binigay saken hindi po yung led light ano yan ayusin ninyo naman ano gagawin ko sa massage,0,1,0,1,Scam issue.,,,,
98,bagay sa presyo mukhang mumurahin pero wala akong reklamo dahil mura naman talaga ang presyo niya pwede na gamitin pamalengke sa may talipapa pero hindi yung tipong pamporma sa mall dagdag ka one size higher sa size mo kasi maliit ang sizing nila,1,0,1,0,Affordable item.,,,,
99,wala daw defect yung item bago shinip wala kamong check na nangyare sino ba naman tngang customer ang magsasayng ng panahong mag reach out sa seller kung wala naman talagang sira yung product nya napaka inconsiderate ng seller na to will never order again,0,0,0,1,Not consider for checking.,,,,
100,ok di masyadong photochromic pero legit anti rad mejo imbalanced pag sinuot,1,0,0,0,Di anti rad pero okay parin.,,,,
101,manipis at mabilis mapunit mabilis mapunit dahil manipis nka scotch tape para ma iroll pagtinangal ang tape punit mahirap ilapat sa wall,1,0,0,0,Mentions product quality and issues with the tape and application.,,,,
102,wag kayong bumili neto kase wala pang 1w hndi na gumagana yung fan at umiinit amoy sunog tapos tinry kong kontakin si seller hndi naman nag rerespond,1,0,0,1,Product stopped working,smelled burnt,and seller unresponsive.,,
103,infinix cable charger order ko pinadala sa akin oppo ifone cable charger,0,1,0,0,Received wrong item,,,,
104,good kasomali ang item na dumatingsa video di yan ang order qo1st time qo umorder sa shoppe na mali ang item dumatingyang sa order details qoyan dapat ang order qobakit gnito3stars lng sa ngayoni hope ma return ang item,0,1,0,0,Received the wrong item; hoping for a return.,,,,
105,im so disappointed ibang kulay sa inorder ko sa narecieved ko tskkk im so disappointed ibang kulay sa inorder ko sa narecieved ko,0,1,0,0,Received the wrong color.,,,,
106,maliit cup sayang po suggest po kay seller plus 2 sizes imbes na plus 1 size lng for this style,1,0,0,1,Cup size is too small; suggesting the seller increase sizes.,,,,
107,damaged po ang item tanggal yung isang fan sira na wala pong bubble wrap very disappointing,1,0,0,0,The item was damaged and had no bubble wrap.,,,,
108,wag kayo mag order nitosayang lang pera nyomahina na madali pa malowbat at higit sa lahat ang singaw ng hangin nya mainit ang bugasobrang bilis malowbat wala pa 5mins lowbat na,1,0,1,0,The product is weak,has a short battery life,and the air output is hot; wasting money.,,
109,seller paki ayos naman ng pagpapadala binabayaran naman to di ko hinihingidi mo man lang nilagyan ng boxayan pipe at basa na tpos ang dumi pa,0,1,0,1,The seller should improve packaging because it was received wet and dirty.,,,,
110,dawa po ung order ko ung function ng machine ok nman perong ung lock kasi nito is nabali   i contact the seller pero claiming parin cya na hnid sir,1,0,0,1,Machine function is okay,but the lock is broken; contacted the seller but no action taken.,,,
111,5 na wipes order ko dumating apat lang sa susunod bago kayo mag ship ng parcel make sure na tama yung quantity ng pinapadala niyo be fair naman sa mga customer niyo thank you,0,1,0,0,Received the wrong quantity of wipes.,,,,
112,not sturdy thank you dumating na order ko gumagana ung pink and green pero ung white hindi nag charge at hindi rin gumagana,1,0,0,0,Pink and green work,but white one doesn't charge or work.,,,
113,not worth it ang hirap pa buksan sobrang tigas not worth the price parang hindi naman uv yung color black sa likod kulay lang ng mismong payong hindi another layer of cloth kaya pag maaraw tagos parin ang init tagal mag ship ng seller,1,1,1,0,Hard to open,not UV protected,overpriced and slow shipping.,,
114,sayang pera nd nkakashave,1,0,1,0,Waste of money doesn't shave.,,,,
115,ang pangiiiiiitttttttttttttttttttt one day ko pa lang nagamit nasira agaaaaaaaaaaaaaad,1,0,0,0,Very bad product,broke after only one day.,,,
116,bad 1st order namin dito wag na kayo mag order dito scam yung item nila tama ang bayad pero ang product hnde tama,1,0,0,0,First order was bad,the correct amount was paid,but the item was not correct.,,
117,what the heck bakit ganto ang liit so disappointed for this store,1,0,0,0,Disappointed in the store because the item is too small.,,,,
118,remote is not functioning well sinabi ko kay seller sabi niya order daw ako ng facemask at bigyan niya ako ng replacement remote so nag order ako at binigay ko order id no ng facemask pagkatanggap ko ng facemask walang kasamang remote tsk super boooooo scam,1,0,0,1,Remote not working seller said he would include replacement with facemask order but did not send it.,,,,
119,madaya hindi legit ung sinasabi na 10 pcs at 5 pcs tskk unsatisfied,1,0,0,0,Deceptive not the quantity that was advertised,,,,
120,wrong color i ordered dark bluelight blue tas binigay saken navy bluemaroonkapag naman wala kayo nung color na gusto nung customer magreply naman kayo sa chat disappointing seller  not recommendable,0,1,0,1,Ordered dark blue/light blue received navy blue/maroon seller did not reply to chat.,,,,
121,wrong size and i think sinasadya ni seller na magbigay ng wrong size kasi binura nya yung size sa sandals though kita pa rin naman then yung plastic nilagyan lang ng size base sa order ng customer,1,0,0,1,Received wrong size,possibly intentional by seller.,,,
122,sobrang panget nung item nakakainis gamitin may nabilan ako dati same price pero super goods quality kaso di ko ma makita yung shop kaya nag try ako sa iba super nakaka dismaya sayang pera may damage pa bukod sa oanget quality may damage pa,1,0,1,0,Very bad item,frustrating to use,has damage and a waste of money.,,
123,not working when i read the comments na encourage akong umorder kc puro good nman but um so disappointed nung dumating sakin 2 pa man din inorder ko both not working haisst i dnt want to go to the ofis para lng papalitan its s waste of time super busy,1,0,0,0,Not working,disappointed since the previous comments are good.,,,
124,defective yung isang item defective,1,0,0,0,One item is defective.,,,,
125,happy si ate  ganda ng item thank you so much,1,0,0,0,Happy with the item.,,,,
126,not good hindi maganda tong diliver sakin sobrang nipis nanga kulang pa 48 pcs lang to,1,0,0,0,Bad product,very thin and only 48 pcs.,,,
127,ok ung isa sakto sa size design at color vs sa isa mali ung color design at malaki,1,0,0,0,One item is okay,while the other has the wrong color design and size.,,,
128,kahit sira isinend nyo pa rin dapat wala kayong star hassle kc pag ireturn,1,0,0,1,Sent the product even though it was broken; it's a hassle to return.,,,,
129,1 star kol lang par bagal dumating anong petsa na isang buwan sabe ko cancel na to diba wag kayo bumili dito scammer to,0,1,0,0,Slow delivery; claiming seller is a scammer.,,,,
130,okay lang yung quality niya pero dapat po binalot ng mabuti ng seller pagbukas ko kasi ng black ng plastic boom yun panty na hindi man lang nilagay ng plastic the fact na undies siya hay nako hindi naman kayo siguro lugi sa paglagay sa plastic nu mahirap ba yon,1,0,0,1,The seller should package the product properly with plastic.,,,,
131,bra foams ay tiklop na kaya pangit tingnan kapag sinuot i wish the seller is more careful w the packaginghindi maayos yung pagkapackage kaya siguro tupi na might also be the carelessness of the courier but the fact that the items were just stashed to the jt bag bothered me,1,0,0,1,The seller should be more careful in packing the bra,causing it to fold and look bad.,,,
132,not worth it parang gamit na yung pinadala jusko wala manlang quality check before i ship ang dumi pa at puro gasgas buti nalang gumagana pero feeling ko hindi mag tatagal to naka angat agad yung sa may charging port,1,0,1,0,Sent a used item,without a quality check,with dirt and scratches.,,
133,wrong product please check your item before shipping this is not the motivational tumbler i ordered does not serve its purpose kailangan nga mameasure kung nakakainom ba ng water,1,0,0,1,Please check your item before shipping it this is not the motivational tumbler and its main purpose is not functional,,,,
134,narecieved ko na yung order ko and disappointed ako plain black yung order pero white yung dumating tho tama naman yung size yung quality understandable since naaayon lang din sa presyo sana lang next time magmessage muna yung seller ng pic ng order para sa confirmation ng customer kung tama,1,0,0,1,Quality based on price; seller should message the customer with picture of the order for confirmation.,,,,
135,bad order ko black bt ganto pinadala nyoooo,0,1,0,0,Ordered black; got something else.,,,,
136,so very disappointed excited pa naman ako tas mali ung dumating nakakalungkot lang 2 liter inorder ko tas 1 liter lang tong tumbler sana kung ndi available nagsabe kayo gagamitin ko to sa anak ko paglagyan ng tubig nya para ndi ako panay kuha sa wilkins tapos ganito hayst,0,1,0,0,Ordered 2 liter tumbler received only 1,seller should notify if the ordered item is not available.,,,
137,ok ung iba pera lng ung led light sayang lng pera dko nagamit dko agad na refund kasi na order recieve ko agad hindi gumagana hirap pag hindi na tetesting,1,0,1,0,Led light not working a waste of money.,,,,
138,the product came damaged i requested for refund and they were asking for a video then i asked them if san isesend since i cant send it sa chat box but no one answered til maexpire yung request for refund what a waste,1,0,0,1,The product came damaged,refund request was made but no instructions to send the video.,,,
139,yung isa hindi nag chacharge wag kyo oorder dto bibigyan kyo ng sira,1,0,0,0,One of them doesn't charge; they will send you something broken.,,,,
140,walang signal ung phone nyo laging naka no service ung sim kahit may signal namn sa lugar namin tss,1,0,0,0,No signal even when the area has signal.,,,,
141,i felt a bit disappointed kasi hindi ganun kalakas suction nya ilan balik bago makuha hair strands,1,0,0,0,Not enough suction.,,,,
142,mabango sya first time kong bumili try ko muna kong effective,1,0,0,0,Smells nice; will test its effectiveness.,,,,
143,well its fine but hinde gumagana yung volume button,1,0,0,0,Volume button isn't working.,,,,
144,ok man po item di lang maganda pag tag ulanmabigat kc rubber po nag absorb ng water sa side parts ty po seller,1,0,0,0,The item is okay but not good during the rainy season because the rubber absorbs the water.,,,,
145,reject po sira ayaw manlang sumindi,1,0,0,0,Broken product; won't light up.,,,,
146,nag bigay po ako ng d magandang ratting kase ang inorder ko po ay size 34 ang pinadala size 36 size 34 ay malaki na saakin ano p kaya kung size 36 diba pero ok lng pang bahay lng nmn pero na disappointed ako,0,1,0,0,Received the wrong size.,,,,
147,pangit mabilisa low bat mahina ang volume etc,1,0,0,0,Bad,quickly loses battery,low volume.,,
148,hindi xa naaadjust unlike sa iba kong nkitaan kaya nagtry ako bumili,1,0,0,0,It cannot be adjusted like the others I have seen,so I tried to buy it.,,,
149,sobrang layo nung scent and parang may halong tubig dunno if sa item ko lang mismo since other reviews are nice but unfortunately for my case its not the same,1,0,0,0,The scent is very different and it feels like it has water; other reviews are nice but unfortunately,it's not the same for my case.,,,
150,editing my commentmaganda nman yung cpserves it purpose the only problem is hindi po gumagana parehas yung chargermy badd ko kasi chineck agad kaya d na ako nakapag return,1,0,0,0,CP serves its purpose but both chargers are not working.,,,,
151,super ganda ng product pero di ko nagustuhan service ng shoppee express thank you seller ang ganda ng mystery pouch ko one piece,1,0,0,1,Super good product but don't like the service of shopee express.,,,,
152,walang dumating dyosko sa tinagal tagal ko na sa shopee nag oorder dito lang talga ako na dismaya ng grabi nag order ako ng 6pcs na brief tapuz 6 pcs na boxer ang dumating 6 pcs na brief lang wort of 404 imbis na maka tipid ako,0,1,0,0,Order did not arrive with complete items.,,,,
