Review #,Review,product,delivery,price,service,explanation,,,,,,
12,10 handle with care ng jt walang sira loving this big thumblerwala ng tayuan sa wfh dahil sulit ang laki ng thumbler n tosobrang mura pa compared sa mall at high quality thanks seller kudos to your shop,1,1,1,1,,,,,,,
13,2nd order k na to lahat free shipping gaganda pa ng sandals,1,1,0,0,,,,,,,
14,ok i will order again thnk u seler  sa mabait n rider good quality,0,0,0,1,,,,,,,
15,ang cuteee ty seller,1,0,0,1,,,,,,,
16,complete orders no damaged and super ganda what you see is what you get tlaga thank you so much seller sa uulitin highly recommended shop,1,0,0,1,,,,,,,
17,thank you seller well package and cute niya kaya lang hindi na namin nagamit kasi nanganak na ang aso namin pag nanganak ulit siya magamit ito,1,0,0,1,,,,,,,
18,ok naman ang quality ng product sa size lng my problem maliit pla ang sizes nila over all ok na namn,1,0,0,0,,,,,,,
19,sira yung binigay pangit pa ng packaging 100 not recommended sabi ng seller may pipick up daw sa item para plitan sana pero until now wala hindi din nagrereply ang seller kung d mo pa kukulitin very disappointing,1,0,0,1,,,,,,,
20,received ng monday until now hindi ko pa chinacharge matagal ang battery life,1,0,0,0,,,,,,,
21,powdery ung scent ang bangoooo ganto ung hinahanap ko as in will surely order again and magtry dn ako ng iba pang scent salamat seller more sales sainyo ganda rn ng lagayan,1,0,0,1,,,,,,,
22,malambot 2nd order kona to maganda yung tsinelas,1,0,0,0,,,,,,,
23,okay namn sya mejo matagallang deliver pero wala anmn syang sira or kahit ano salamat pa din seller at salamat rider sa uultin,0,1,0,1,,,,,,,
24,thank you po ang bilis din po dumating oorder po ako ulit ang ganda wla ding damage kuhaan ko din si jowa at pamangkins ko po,0,1,0,0,,,,,,,
25,gumagana sya hindi lang malalaman kung full charge na ba sya kasi walang red light ganurn sana magtagal,1,0,0,0,,,,,,,
26,manipis lang yung swelas nya but very comfy sya suotin super affordable pa 75 pesos only will order again super bet,1,0,1,0,,,,,,,
27,maganda sya ang cute and very affordable thanks seller,1,0,1,1,,,,,,,
28,this is probably the only one out of the 3 products that i ordered from this shop na masasabi ko talagang nagustuhan ko natakot pa ako nung una kasi baka sumabog pero hindi naman may 3 types of lights siya tapos naaadjust ang intensity i honestly really like it,1,0,0,0,,,,,,,
29,received the item 3 days after placing order excellent quality for its price no box pero cheap lang naman kaya okay naaa tama nareceived ayon sa gusto ng buyer thank youuuu,1,1,1,0,,,,,,,
30,mabilis lng sia dumating pero mejo nalungkot ako kc pink order pero ung kulay nia is pa light purple na handle lng ang pink pero ok nrin po kc mukang sianh matibay,1,1,0,0,,,,,,,
31,got it complete items thanks ng marami po sa uulitin sobrang happy ako,0,0,0,0,,,,,,,
32,maganda second order ko na po ito from this store so far ang ganda ng item nagustahan ko legit na nakakatulong para maitago ang chubby tummy dahil sa may anak kaya bili na po kay thank you,1,0,0,0,,,,,,,
33,very good pocket size lang talaga size and kasyang kasya sa mga small bags love the quality for its price sana ay tumagal lalo na pag mahangin hindi hassle dalhin dahil halos magkasize lang yung umbrella and phone sobrang handy as in good for face to face talaga kaya bumili,1,0,1,0,,,,,,,
34,white yung inorder ko dumating is brown pero maganda parin naman sayang iba lng color na gusto ko pero nagustuhan parin ng neregaluhan ko kaya good job,1,0,0,0,,,,,,,
35,amazing it delivered in a good condition and all i can say is wow amazing its really a waterproof mascara hehe,1,1,0,0,,,,,,,
36,910 maganda naman sha kaso maliit sha di ko expect pero all in all maganda naman matagal yung delivery pero kind of worth it sha para sa price,1,1,1,0,,,,,,,
37,may basag siya sa loob sa bandang filter nung natanggap ko pero aside from that okay naman very light lang din and hindi maingay kapag naka on highly recommended also effective siya against my allergic rhinitis hindi man lang ako nag sneeze or kumati ang ilong kapag ginagamit ko siya,1,0,0,0,,,,,,,
38,thank you seller for good quality and condition of the itemthank then kay kuya na nagdelever,0,0,0,1,,,,,,,
39,maganda basta dika maarte add 1 size kayo dito pero pag di ma lapad paa nyo wag na mag add comfy sya suotin highly recommended di ka mag sisi kung dika ma maarte,1,0,0,0,,,,,,,
40,okay naman hirap lang sa paa niya medyo dislocated pero mura lang so aarte pa ba thanks seller kulang sa bubble wrap pero di naman nadamage,1,0,1,1,,,,,,,
41,1010 wala ako masabe dito sa shop nato dahil super tipid sya gamitin kahit manipis sya good quality naman sya lalo na kahit magdamag mo sya gamitin di sya mapupuno kaya thankyousomuch seller and sa rider,1,0,0,1,,,,,,,
42,super ganda ng order ko worth the priceeeeeeeee,1,0,1,0,,,,,,,
43,nice quality perfect gift for my kiddos they like it at perfect sizes as well saktong sakto sa kanila super ganda ng color assorted cya    thank you seller,1,0,0,1,,,,,,,
44,very good thank you seller thank you shopee ganda ng quality worth the price will order again thank you sobra di pa nga ako nakapag bigay ng rating may order na ulit akoagad agad,1,0,1,1,,,,,,,
45,memory storage maganda yung product maraming memory yung camera lang medyo malabo pero ok naman,1,0,0,0,,,,,,,
46,nice tama ang kulay na nareceived ko maganda naman ang quality nya kahit manipis ang tela very simple and i like it thank you,1,0,0,0,,,,,,,
47,kita q lang sa tiktok hehehehehehheeh ang qt perfect for errands plus affordable kaya bumili na kau mga mare,1,0,1,0,,,,,,,
48,gravee ang ganda nya true color sobra n gustuhan ng anak qoh thank you so much seller,1,0,0,1,,,,,,,
49,ang ganda po  at ang bilis ng deliver ng jt grabe  super salamat po sa seller at sa nagdeliver thank you po at god bless,0,1,0,1,,,,,,,
50,good kya lng kpg my tumtwg s messenger d ako mrinig pero s phone ko ok nman sya,1,0,0,0,,,,,,,
51,thank you ang ganda po,1,0,0,0,,,,,,,
52,not really happy sa na receive ko faded yung brand name like ko sana ibalik kya lang natapon ko na un pinaka label pero ok nman un sound quality nya,1,0,0,0,,,,,,,
53,okay na okay yung product tinest ko agad and ayun nga yung mga mukham malinis na bed or sofa pagkagamit mo nung vacuum ee may mapipiga pang dumi worth it,1,0,0,0,,,,,,,
54,magaganda lahat ng items comfy suotin yung bralettes nipple pads and magic push up bra maganda rin yung transparent bra strap and oks yung facemask thank you,1,0,0,0,,,,,,,
55,well packed naman po ang itemsana magtagal syamagaan lang dya pero maganda naman at malakas ang hangin sa likodsana effective talaga sya,1,0,0,0,,,,,,,
56,salamat po seller ang bilis dumating ng order ko bili na po kayo magandang pang regalo ngayong pasko,0,1,0,0,,,,,,,
57,pangatlong order na po namin dito maganda po talaga hindi sayang ang pera ang bait ni seller maraming salamat po seller thank you din po shopee,0,0,1,1,,,,,,,
58,nice di ko pa natry with makeup pero mabango at shiny siya nag iiwan ng parang glitters talaga sa face will order uli kung effective,1,0,0,0,,,,,,,
59,thank you so muchwell packed and completegandamaliwanag din ang lightgod bless you more seller and ofcourse shopee,1,0,0,1,,,,,,,
60,good for its price ayos naman po for its price yung isa hindi naman gumagana yung right side pero ayos naman naka sealed naman when delivered,1,0,1,0,,,,,,,
61,maganda ang tela and very soft sovrang mura para sa magandang quality please choose this store kung gusto nyo din ng quality square pants i will surely buy more highly recommended,1,0,1,0,,,,,,,
62,thanks sa freebies for functionality its not the best but its ok im using it only fpr highlighting words as you can see sa video may delay yung pagsulat and di masyadong achieve ang pagiging pen niya maybe di sha ganon ka compatible sa tablet ko pero pag sa phone,1,0,0,0,,,,,,,
63,hindi nasunod ang color na gusto ko thank you seller for accommodating fast also for fast delivery thank you rider,0,1,0,1,,,,,,,
64,salamat sa new mouse seller i ordered again so satisfied,1,0,0,0,,,,,,,
65,sari akala ko not working mali lang ang pagopen ko hehe thanks for the discount and wait ko ulit magsale lol,1,0,1,0,,,,,,,
66,supeeeeeeeeeeer gandaaaaa po promise thank you seller ang bilis din ng process nila at shipping next ko naman ibang color naman bilin ko god blessssss po,1,1,0,1,,,,,,,
67,mukhang matibay at kasya dalawang taogreat job,1,0,0,0,,,,,,,
68,mabilis na deliver yung item kahit sunday i hope good working condition considering its price havent nakabit yung item,0,1,0,0,,,,,,,
69,good thank you shopee ang bilis dumating ng order ko hnd ko expect ok naman lahat salamat den seller send muna sya photo bago pina deliver at salamat den sa naghatid,0,1,0,1,,,,,,,
70,okay naman ang product well pack naman pagdating sa akin thank you so much seller and rider maganda naman ang items walang sira kaya its a good buy talaga super magagamit ito pag may sipon si baby at nahihirapang huminga thank you so much,1,0,0,1,,,,,,,
71,highly recommend this shop fast delivery and no damage dito na ako oorder hanggang sa matapos ang pag gamit ni baby ng diaper sulit dito napaka ganda ng diaper malambot thank you so much seller,1,1,1,1,,,,,,,
72,the profuct is good worth the wait and maliit nga siya perfect para sa mga maliliit n bag lang bitbit and di siya masyadong mabigat,1,0,1,0,,,,,,,
73,long lasting super love this scent legit head turner madami nagtatanong kung ano daw ba pabango ko nagustuhan din ni boyfriend kaya ayan napaorder ng 5 well packaged wala naman nabasag nagsesend ng picture si seller upon shipment thanks much,1,0,0,1,,,,,,,
74,maganda super sulit niya po saka mahaba siya and mas mura compared sa iba will older again next time thank you po seller,1,0,1,0,,,,,,,
75,ganda at madikit xa kahit nd finish ung wall nmin,1,0,0,0,,,,,,,
76,nice quality at may salamin pa sya,1,0,0,0,,,,,,,
77,great texture magaan cya medyo mahal pero sulit cya kasi napaka portable,1,0,1,0,,,,,,,
78,ang ganda po ng damit ganda din ng tela tsaka sakto lang yung fit sa katawan ko thank you seller sa uulitin thank you shopee,1,0,0,0,,,,,,,
79,good quality mas maganda pa sa pagtrato niya sakin haha sakit makaranas ng bare minimum,1,0,0,0,,,,,,,
80,got my order madali lng dumating maganda sya di ko pa nttry kc wala pa s hubby sya mag sesetup but sana lahat gumana thanku,1,1,0,0,,,,,,,
81,glowing effect got my order today forst it was packed well naka bubble wrapped and tried it on my arms at super ganda nya may gloeing effect at amoy aloe pa same sa aloe gel na ginagamit ko but its not strong will be using this for a concert,1,0,0,0,,,,,,,
82,nagustuhan ng mama ko thank you po,0,0,0,0,,,,,,,
83,order received maganda sila lalo na ung white pinaka nagustuhan ko maganda din sna ung black kasi my damage nga lang biak at di din ganun ka pulido,1,0,0,0,,,,,,,
84,good sa sobrang bango parang gugustuhin mong singutin yung nagpabangocant wait maka order ulit pag naubos 3,1,0,0,0,,,,,,,
85,solid build quality okay na okay siya talagang matibay good buy,1,0,0,0,,,,,,,
86,nice thank you sa mabait na delivery riderthank you sa seller sa magandang na order ko pasinsiya na diko na napicturan at di na nag upload nang picture nang item kasi nagkataon nmahina ang signap dito at thanks to shopee sa mabilis na serbisyogod bless,0,0,0,1,,,,,,,
87,exact quantity ang dumating medyo manipis lang sya compared sa mga nauna kong napurchase but its okay nice nice na ng room naminvery maaliwalas,1,0,0,0,,,,,,,
88,nice and cute makapal naman and doble yong tela so uv protected nga manual lang siya pero so far okay naman pde sa maliit na bag may workmates love this too,1,0,0,0,,,,,,,
89,this is my 2nd order nagpaorder din kapatid ko dahil super legit talaga siya thank you,0,0,0,0,,,,,,,
90,good seller sends out photo before shipping mabilis din nadeliver sakin makapal un cloth ng panty ska may boning sya sa taas na part thank you seller,1,1,0,1,,,,,,,
91,ang ganda complete dumating ng maayos at thanks ma ingat si raider hindi sayang binayad gumagana lahat god bless and more sales,0,1,0,0,,,,,,,
92,excellent grabe napaka ganda talaga ng mga producto niyo kaya di na ako magdadalawang isip na bumili pa ako ng mas marami thank you and god bless,1,0,0,0,,,,,,,
93,good thanks seller super na tuwa ang anak k sa new bottle nya sa uulitin po salamat din sa rider,1,0,0,0,,,,,,,
94,10 sobrang bango huhu need to buy again cuz i just dropped it,1,0,0,0,,,,,,,
95,super ganda at hiyang na hiyang sa akin gustong gusto ko ang texture at mabango hindi harsh sa skin ang smooth nya grabe hindi matapang katulad ng kojic,1,0,0,0,,,,,,,
96,hindi siya katulad nung una kong order mejo fitted siyabut still i like the item thanks seller thanks din kuya corrier merry christmas and happy new year,1,0,0,1,,,,,,,
97,maganda sya nagustuhan ng mother in law ko want rin ng asawa ko goods tela nya malambot more sales to come to this shop,1,0,0,0,,,,,,,
98,ang bilis ng shipping 2 days lang complete yung order at tama lang yung sukat yung downside lang e yung kulay sa tatlo kong inorder yung green lang yung hindi similar sa posted pictures hindi ko bet yung pagkaka green nya pero maganda naman,1,1,0,0,,,,,,,
99,fast deliver and quality of items will order again po next time maraming salamat po god bless and stay safe po thank you again,1,1,0,0,,,,,,,
100,wow good naman yun item thank seller and manong driver,1,0,0,1,,,,,,,
101,good quality ok nmn sya nakakatago nmn ng taba kaht konti thank you,1,0,0,0,Review focuses on product quality and effectiveness.,,,,,,
102,ganda sulit na sulit value for money and quality ganda pang regalo try and tested,1,0,1,0,Mentions product quality, value for money, and its suitability as a gift.,,,,
103,items are complete and was shipped immediately medyo manipis lang tela worry ko baka masira agad and mukang maliit ang size but stretchable nman sya it fits me kahit large frame ako,1,1,0,0,Comments on the completeness of the order, shipping speed, and the product's material and sizing.,,,,
104,thank u seller ordered recieved in a good condition  accuratemore sales to comea satisfied buyer heresana tumagalill buy again soon,0,1,0,1,Expresses gratitude to the seller, notes the good condition of the received order, and expresses satisfaction with the purchase.,,,,
105,910 yippies just got this product this morning and im very amazed because its very secured also the color is so beautiful i forgot na bilhan yung kapatid ko kaya ill order againn antagal din bago malowbat so worth it,1,0,0,0,Focuses on the product's secure packaging, color, long battery life, and overall value.,,,
106,matibay maganda po ang nareceive kong item matibay po ito and what you see what you get,1,0,0,0,Highlights the durability and accurate representation of the product.,,,,,,
107,good i used it already kaganda ng kinalabasan sa pinag gamitan ko the parcel was packed properly,1,0,0,0,Mentions the positive outcome of using the product and proper packaging.,,,,,,
108,ang cute nya i love the color wla akong pic pero masasabi kong ang gnda ng quility ng paying makapal at matibay sana tumagal,1,0,0,0,Describes the cuteness, color, and quality of the product, expressing hope for its durability.,,,
109,pink and nude its good maganda ang quality,1,0,0,0,States that the product is good and has good quality.,,,,,,
110,ang cucuuuute ng mga item complete order ko will definely buy again npaka responsive p ng seller nagchachat sa mga tanong ko thankyou happy si baby,0,0,0,1,Focuses on the cuteness of the items, completeness of the order, and the seller's responsiveness.,,,,
111,order receivedsecured talaga ang packaging niyafirst time ko umorder sa shop na ito wala kasi dun sa datihindi ko pa na try kung legit sila kasi hini p expired ang sim kosalamat seller,0,1,0,1,Highlights the secure packaging and expresses gratitude to the seller.,,,,,,
112,package received complete at good condition maganda ang tela at malaki pa ang net thankyou seller,1,1,0,0,Notes that the package was received complete and in good condition, and comments on the fabric quality and size of the product.,,,,,
113,thank you po seller tama po lahat ng orders ko ang bilis din po dumating,0,1,0,1,Thanks the seller for the accurate order and fast delivery.,,,,,,
114,comfy yung tela nde cya mainit sakto lang yung kapal maganda yung fit well surely order again thanks seller and shopee,1,0,0,0,Focuses on the comfort, thickness, and fit of the fabric.,,,,
115,fast charger sya legit natagalan lang pero sulit nmansalamat seller,1,1,0,1,Identifies the product as a fast charger, notes the delay in delivery, and expresses gratitude to the seller.,,,,
116,really love the quality will surely order again thanks duh ooo charot charot lang,1,0,0,0,Expresses a strong liking for the product's quality.,,,,,,
117,thank u shopee and sellersa uulitin,0,0,0,0,Simple expression of gratitude to the platform and sellers.,,,,,,
118,seller is very responsive with queries only concern ko lang sa product was yung cord pero lahat ata based sa reviews medyo nakabend yung cord dahil sa box nevertheless effective naman siya medyo maingay nga lang will order the regular vaccuum next time,1,0,0,1,Mentions the seller's responsiveness, a concern about the product's cord, and the product's effectiveness and noise level.,,,,
119,ang ganda ng tela niya worth it naman siya sa price niya napaka cute i will buy again kasi nagustohan ko tlaga siya thank you,1,0,1,0,Focuses on the fabric's quality, the product's value for money, and its cuteness.,,,,
120,picture not related pero ang prettyy,0,0,0,0,A brief comment on the product's aesthetic appeal.,,,,,,
121,responsive si sellermaganda po quality niya mabilis din naiship paki double check ung order po next time hehe happy new year po god bless you and your family thank you sainyo at sa rider,1,1,0,1,Highlights the seller's responsiveness, the product's good quality, and the fast shipping, while also requesting order verification in the future.,,,
122,pmedyo matagal lang po na ship ang item pero ok naman,0,1,0,0,Notes the slightly long shipping time but indicates overall satisfaction.,,,,,,
123,thank you seller nkapack po ng maayos yung items,0,1,0,1,Thanks the seller for the proper packaging of the items.,,,,,,
124,mabango second time to order at ang bango nya long lasting talaga sya thanks seller see you in our next transaction god bless you,1,0,0,1,Highlights the pleasant and long-lasting scent of the product and expresses gratitude to the seller.,,,,,,
125,910 sobra mura pero pero maganda item what you see is what you get thank you seller order aq ulit,1,0,1,1,Mentions the item's affordability, attractiveness, and accurate representation, expressing gratitude to the seller.,,,
126,actually di ko pa po nabubuksan kasi ipangreregalo ko po sana magustuhan po nang mother ng pagreregaluhan ko,0,0,0,0,States that the product hasn't been opened as it's intended as a gift.,,,,,,
127,1010 hehehehhe seller thankyou napa ganda sobrang nagustuhan ko salamat talaga dimo ako binigo ang ganda nh texture nya at pag nilagay na sa lips sobrang ganda hindi mabigat ah parang may pag ka dulas pag ginamit na sa lips sobrang love it thankyou again seller,1,0,0,1,Expresses strong satisfaction with the product's aesthetic appeal, texture, and feel, thanking the seller.,,,
128,salamattttttttttttttt po sellerrrrrrrrrrrrrrrr salamatttttttttttttt shoppeeeeeeeeeee3 godblessssss po merry christmas,0,0,0,1,Simple expression of gratitude to the seller and platform.,,,,,,
129,ang ganda at ang lambot sa paanagustuhan ng pinsan qwill order again pothanks sellerthank youthank youthank youthank youthank youthank you,1,0,0,0,Highlights the beauty and softness of the product and expresses gratitude to the seller.,,,,,,
130,maganda naman po yung item thank u seller sa uulitin,1,0,0,1,States that the item is good and thanks the seller.,,,,,,
131,sobrang ganda ng items na gustuhan din ng tita at pinsan ko thank you kaso yung isa hehehe hindi magkapareho,1,0,0,0,Mentions the beauty of the items and that they were liked by others, but notes a discrepancy with one item.,,,,,
132,nice onethanks po order recievedmakakapagdecorate na din aq ng sala nminsalamat din po sa free coins that i recieved,0,1,0,0,Expresses thanks for the order received and the ability to decorate as a result.,,,,,,
133,matibay ang ganda po ng product matibay po sana po tatagal maganda pagka pack ni seller thank you po seller until next purchase po,1,1,0,1,Highlights the product's durability and aesthetic appeal, the proper packaging, and expresses gratitude to the seller.,,,,
134,okay naman siya maganda yung tela and makapal saktong sakto lang siya saken excellent quality kaagad din siyang dumating will order again,1,1,0,0,Comments on the fabric's quality and thickness, the product's fit, and its excellent quality and fast delivery.,,,,
135,bilis ng delivery 2 days lang sakto lang sakin xl though di ko bet yung super haba ng sleeve so papaputol ko na lang but over all thank you will order again ordered 3,0,1,0,0,Notes the fast delivery and the fit of the product, but mentions a dislike for the sleeve length.,,,,,
136,ang ganda ng quality yet affortable pafast shipping dinseller send pictures bago ishipi will buy againpara mas madaming treats ang mga fur babies saka vitamins nilathank you more sales sa shop nato,1,1,1,0,Highlights the product's good quality, affordability, and fast shipping, and mentions the seller sending pictures before shipping.,,,
137,everyrhing is good na sana kaso may defect yung isa,1,0,0,0,Indicates that everything was good except for a defect in one item.,,,,,,
138,maganda po item ni seller and i do recommend it pero malaki lng size na nakuha ko dpat pla 24 lng bawi nlng ako next time,1,0,0,1,States that the item is good and recommends it, but notes an issue with the size.,,,,,
139,9 buti nlng nag basa ako ng comment nag add ako ng 1 size pa sakto lng sya sa paa ko thank you seller,0,0,0,1,Notes the helpfulness of comments and the accurate fit of the product, thanking the seller.,,,,,
140,sakto sa mga ayaw magdala ng mabigat at malaking bagay super thank you seller ang ganda ng payong saktong sakto sa bag my love it so much,1,0,0,1,Highlights the product's suitability for those who dislike carrying heavy items and expresses strong appreciation for the seller and the product's aesthetic appeal.,,,,,,
141,ang gaganda ng bras nila as in  di ka magsisisi  quality is superb  mapapaulit ako nito hehe thank you seller tama lahat ng sizes na pinadala,1,0,0,1,Expresses strong satisfaction with the product's aesthetic appeal and quality, thanking the seller for the accurate sizes.,,,,,
142,oks naman siya saktong sakto sa lutuan namin nagustohan din ni mami di na mahihirapan if yung pan namin is maliit and medjo magaan order ulit kapag naluma yon hehe,1,0,0,0,Notes that the product is okay and fits well in the kitchen, and that it's lightweight and liked by the buyer's mother.,,,,,
143,ang gondooo nice din ng quality ok na sya for the price just wish nagsesend ng pic before shipping yun lang,1,0,1,0,Highlights the product's aesthetic appeal and good quality for the price, but expresses a desire for the seller to send pictures before shipping.,,,,,
144,right color maliit lang talaga sya tignan if oorder ako ng isa pa mag 4344 ako na size para may allowance ng konti,1,0,0,0,Notes the correct color but comments on the small size of the product.,,,,,,
145,100 i am 100 satisfied with this purchase ive already used it thank you seller and rider for taking good care of my order,0,0,0,0,Expresses complete satisfaction with the purchase and thanks the seller and rider.,,,,,,
146,cute usual size ko is 41 ngbakasakali lang ako kase ang ganda ng design ending ansaya ni nanay ko sa bago nyang slippers,1,0,0,0,Describes the product as cute and notes that the buyer took a chance with the sizing, resulting in happiness for their mother.,,,,,
147,thank you seller again for the fast transactions i recommend this shop marami na kong na order dito lage very accommodating seller incomplete na received ko pero ngawan agad ng paraan salamat po,0,1,0,1,Thanks the seller for the fast transactions and recommends the shop for its accommodating seller, noting that an incomplete order was resolved quickly.,,,,,
148,910 okay naman maganda quality and sana tumagal siya di tulad niya nang iwan hahahaha emz,1,0,0,0,Notes the good quality and hopes for the product's durability.,,,,,,
149,only bought one to try and i really love it seamless and not too heavy very comfy suotin will get more colors for reference i am 5feet and 43kg,1,0,0,0,Expresses a strong liking for the product's seamless design, lightweight feel, and comfortable wear.,,,,
150,ang gandaaa huhubels thankyou sellervoavjjfjajdaj thankyouuuthankyouuuthankyouuuthankyouuuthankyouuuu,0,0,0,1,Expresses strong appreciation for the product and thanks the seller.,,,,,,
151,maganda na sya for its priceeee medyo manipis pero pwede naaaa recommend ko itetch pasensya sa pics at vid hindi na na videohan kasi kinuha na agad sakin eh,1,0,1,0,Notes that the product is good for its price, although slightly thin, and recommends it.,,,,
152,thank u po ilang ulit qna pong order ito d nyo parin po ako binibigo posalamat po order pa po ako ulit,0,0,0,1,Thanks the seller for consistently meeting expectations.,,,,,,
153,super cuteey it comes with a box received in a good package thank you,1,1,0,0,Highlights the product's cuteness, its packaging in a box, and the good condition of the package.,,,,
154,i love the color at first i was hesitate to order kasi baka mamaya fake then i reiview all the reviews and it says okay naman yung quality so ive tried and hindi naman ako nag sisi dahil maganda nga sya in personthank you seller,1,0,0,1,Expresses a liking for the color and notes satisfaction with the product's quality after reviewing other reviews, thanking the seller.,,,,,
155,items received in good condition the plastic is considerably thick enough mukhang matibay naman di madaling mabali when used havent tried yet but will update this review kung sakaling mali ako sa judgment ko on sturdiness,1,1,0,0,Notes that the items were received in good condition and that the plastic appears thick and durable.,,,,,,
156,ok lang nmanthank you thank you thsnk you thsnk youok lang nmanthank you thank you thsnk you thsnk youok lang nmanthank you thank you thsnk you thsnk youok lang nmanthank you thank you thsnk you thsnk you,0,0,0,0,Simple expression of thanks with an affirmation that everything is okay.,,,,,,
157,lambot sa feet 2 size larger ang kinuha ko  yung sa daughter ko size 38 siya  ok sa kanya ang size 40 sakto lang ako naman 39 dapat 41 na size kinuha ko,1,0,0,0,Comments on the softness of the product and the sizing, noting that a larger size was chosen.,,,,,
158,very good ni recommend lang saken tong shop nato nang kumare kofirst time buyer here and syempre satisfiedmagandadiko pa nga lang sya na try but accordinh sa kumare ko maganda tlga siyang gamitineffective thank u po,1,0,0,0,Notes that the shop was recommended by a friend and expresses satisfaction as a first-time buyer, commenting on the product's beauty and potential effectiveness.,,,,,
159,ang cutie mag size up kayooo mga mare delviery took 5 days i think pero overall maganda yung qualityyy super sulit planning to buy other colors too,1,1,0,0,Highlights the product's cuteness, recommends sizing up, and comments on the delivery time, the product's good quality, and its value for money.,,
160,100100 thank you seller order received medyo matagal nga lang dumating salamat sa suki ko na rider very kind,0,1,0,1,Thanks the seller for the order received and the rider for their kindness, noting the slightly long delivery time.,,,,,
161,very good super ganda ng quality its a steal honestly and tama lang siya sa paa ko,1,0,0,0,Highlights the product's excellent quality and good value, and notes that it fits well.,,,,,
162,good this is my 2nd time ordering this tumblr this time para sa kapatid ko naman i am very satisfied sa tumblr nato super kahit ilang days pa yung ice ko sa tumblr di natutunaw,1,0,0,0,Notes satisfaction with the product, mentioning that ice remains unmelted for days.,,,,,
163,maganda sya at makapal will order again thank you seller,1,0,0,1,States that the product is good and thick, and thanks the seller.,,,,,
164,di naman sya ganun ka quality huwag gamitin sa mga baby at bata baka maallergy,1,0,0,0,Comments that the product is not of high quality and advises against using it for babies and children due to potential allergies.,,,,,,
165,10010 sulit yung 99 pesos mo ganda ng quality at ang gaan lng sa paa thank you seller,1,0,1,1,Mentions the product's good quality, lightweight feel, and value for money, thanking the seller.,,,
166,napaka ganda second time ordering in this shop and never akong binigo thankyou seller,1,0,0,1,Expresses strong satisfaction with the product's aesthetic appeal and thanks the seller for consistently meeting expectations.,,,,,,
167,i suggest this with long black socks and a mini skirt with a white kindaseethrough polo with tie what u see is what u get talaga i got compliments at school when i first wore this,1,0,0,0,Notes that the product is accurately represented and that it received compliments when worn.,,,,,,
168,delivered promptly sobrang balot na balot and mej naulanan but nashield naman ang product working naman lahat ng buttons,1,1,0,0,Highlights the prompt delivery, secure packaging, and functionality of the product.,,,,
169,sira po yong na deliver nyo kaya sana po ma ibalik po yong pira namin  dapat kayong mga seller chick nyo muna bago nyo deliver sa manin,1,1,0,1,Reports that the delivered product is broken and requests a refund, emphasizing the need for sellers to check products before delivery.,,,,,
170,thanks seller nagustohan ko ang kuya raider sa maayos nga pag deliver,0,1,0,1,Thanks the seller and expresses appreciation for the rider's proper delivery.,,,,,,
171,grabe worth it sya d na bugnot baby ko,1,0,1,0,Highlights the product's value and effectiveness in soothing the baby.,,,,,,
172,love all the lippies and glosses i ordered here the packaging and the products are super nice can fit on small bags coz its also tiny haha ang cute po quality is good super cheap than if you purchase products on malls,1,0,1,0,Expresses love for the products, noting their nice packaging, portability, good quality, and cheap price compared to mall purchases.,,
