Review #,Review,product,delivery,price,service
57,okay naman siya dumating agad and pag testing is gumagana ang kaso lang low battery agad sinubukan ko siya icharge mga almost 2 hours din yon pag testing ko wala pang 1 minute low battery na agad siya,1,1,0,0
58,goods oks naman kaso white dumating pink order ko,0,0,0,0
59,9 complete item tama lahat ng color kaso yung isang mini fan eh hindi gumagana hanggat hindi siya naka charge pero yung ibang item is ok nmn,1,0,0,0
60,goods nman x lahat i love d handy fan kaso ung maliit na usb lyts d xa tumatagal na off x mgisa goods nman lahat un lang ung light,1,0,0,0
61,inorder ko nung 315 dumating agad sya ng 318 super happy kase excited talaga akong makita yung items kaso eto may mga konting yupi kahit grabe na yung bubble wrap,1,1,0,0
62,thankyouu it is well packaged delivered fast ang ganda ng quality kaso may defective na isa nakatanggal yung isang part niya god bless,1,1,0,0
63,ok naman yung quality well pack din naman kaso kulang ang items though ang ginawa dinagdagan naman ang bilang sa iba disappointed pa din kasi wala yung iba na kailangan ko,1,0,0,0
64,video for coins only grabe ang hirap buksan sobrang daming tape at naka bubble wrap ng makapal kaso kita naman sa pic na nayupi pa din ung isa,0,0,0,0
65,maganda kaso putol putol yong mga glue stick ko hinde siguro naayos ng packaging,1,0,0,0
66,okei naman yung productsmalaki pala siya kaso medyo manipis langpero okei namanmadali uminit yung kaldero kase kulob ang apoythank you shopee at sa sellerswak naman sa product yung price nya,1,0,1,0
67,okay na sana kaso di sha swak sa gas range ko it would have serve its purpose sayang,1,0,0,0
68,okay lang maganda sha kaso nga lang parang dali masira yung sa gitna may damage pero gumagana naman still thank youuu,1,0,0,0
69,bkt ganon brand new ung item pero bkt faded ung kulay at my mga gasgas,1,0,0,0
70,ok ok lang naman may hangin naman kaso hindi pantay yung hangin yung isang side d nahangin yung 6holes,1,0,0,0
71,okay naman kaso yung sa liko parang sira yung adjustan niya like sa pic na inano ko tas may nakita din akong ganto sa mall try ko iadjust di naman nagkakaroon ng space pero its okay nagamit ko naman na siya and okay siya thankyou,1,0,0,0
72,35 ok naman sya functional naman kaso yung pagkaka assemble ng unit di masyadong fit nag lose agad yung switch button,1,0,0,0
73,ok nmn as for now kaso hindi nmn pala flexible kasi plastic siya,1,0,0,0
74,good quality kaso yung isa mali ng kulay wlang inform si seller pro overall ok naman nagplaced order ulit ako for my pamangkinsssss,1,0,0,1
75,ok nman kaso ind cia katulad ng nasa video na flexible ung nsa leeg,1,0,0,0
76,verygood ok lang sa price nya salute malakas din hangin number one nga lang gamit ko kaso 40min lang tinatagal fullcharge pa yun kung sa price nya ok na ok kaso pag sa time limit bitin hehehe pero dahil mura ok na ok na rin,1,0,1,0
77,good maganda sya for my school ftf kaso sa leeg lg ung hangin nya indi umaabot sa mukha pero para sakin goods na sya di na ako maiinitan sa schoolmay electricfan naman kami sa school but di umaabot sakin kaya bumili ako neto at di na rin tagagtak ung pawis,1,0,0,0
78,ok kaso ang tagal dumatingshoppee express 4 days nakatengga sa san fernando hubmore a week nadeliverpgdating ung box yupi yupiung isa may konting damage dahil s packaging sana lagyan ng bubble wrap at ipackging tape ng maayosnakabukas both sides nagsilabasan na ung neck fan at charger3 pcs inorder ko,1,1,0,0
79,nice nman ung productkaso d q lng alam qng full na sa pg chrge,1,0,0,0
80,mabilis na ship out working yung item maayos dumating kaso di ko sure kung normal lang ba na parang mahina un hangin kahit naka max na pero gumagana naman thnkyouuu seller worth it naman po sa price,1,1,1,0
81,received complete items kaso may mga dents ung air purifierencircled with red its working naman maayos din ang packaging cguro sa mismong company na galing ung mga dents,1,0,0,0
82,nice quality siya and so far ok naman yung air purifier medyo may yupi sa gilid part maayos ang packaging kaso baka sa courier handling na rin sa warehouse nila chinese character lang yung remote so ikaw nalang mag check isa isang button thank you seller and kay kuya rider,1,1,0,0
83,okaayy ang product quality kaso wala dun yung remote namessage naman agad si selleer guudss thankyouu pa din shopeee,1,0,0,1
84,ok naman sa price kaso di gumagana remote pinalitan na battery ayaw pa din at chinese pa remote,1,0,1,0
85,okay naman kaso chinese characters yung remote o di lang ako nagbasa ng description dito pero working naman xa,1,0,0,0
86,i recieved the product kaso wlang remote sa ad niya with remote sana klarohin sa seller pra nman hindi mag expect ang customer,1,0,0,1
87,ok nmn kaso mabilis lng sya mag off pag siniset mo sa timing  pero the rest ok nmn at pati packaging plus napakabait ng driver  kudos kay kuya edito kundiman wala or meron tip maayos syang kausap god bless sayo kuya  ride safe,1,0,0,1
88,yupi yupi ung box working nmn kaso ang gaan nia parang laruan,1,0,0,0
89,ordered last 0909 safe naman syang dumating malaki pala sya and mabigat hehe kaso parang hindi malakas yung paghigop nya ng dumi or baka may mali lang sa paggamit ko,1,1,0,0
90,maganda po ang item arrived na wlang damage kaso lang yung dust box nahihirapan ako see 2nd photo for reference,1,1,0,0
91,first home buddies budol bilis dumating ng item and secured yung packaging it comes with an english manual madaling gamitin kaso mejo mabigat lang pala siya but very effective nakakakuha talaga ng dust very satisfied with this purchase,1,1,0,0
92,maganda siya working naman kaso ang bigat pala niya anyways nabudol lang ako sa isang fb group pero okay na rin mukang nakakalinis naman pero kailangan tagalan or ulit ulitin para lang masisip yung mga dumi,1,0,0,0
93,super ganda ng item dami nakukuhang dirt perfect sa may rhinitis na katulad ko palpak lang shipping via shopee express sobrang hassle legit naman ung item and seller order was shipped immediately kaso bulok shopee express sana pede kayo magshift to jnt para mabilis ang shipment,1,1,0,0
94,super nice packaging safe na safe ang item well package talaga kaso nung pagtest ko nagamoy sunog d ko alam kung normal lang talaga yun hahahaha,1,0,0,0
95,di ko pa siya naggmit hehehe mag llinis pa kaso ako ng kwarto at gusto ko sa bago kong kobre kama unang ggamitin hehehe sobrang laki pala neto sa personal and safe namn siyng dumating may bublle wrap at naka kahon siya with manual kaya di nakka kaba gamitin thank,1,0,0,0
96,received my order in good condition ginamit ko agad ok naman madali gamitin kaso sobra ingay pala nya pero effective naman,1,0,0,0
97,product is good kaso nagkakaron ng not sure kung amoy sunog kapag ginamit sya for like ng tuloy tuloy so ang tip wag sya dire diretso gamitin ipahinga for a couple of secs then gamit ulit,1,0,0,0
98,magnda ya kaso may stain ung isa shoes all in all ok nman lalo kung wala ung stain nya mganda quality malambot sa paa,1,0,0,0
99,white thank you so much seller ang ganda niya kaso nanghinayang lang ako nag alangan ako sa 32 yun pala sakto lang sa kanya yung 31 pero overall maganda,1,0,0,1
100,maganda ung sapatos  kaso mali ung isa at ung size mali din  ang order ko is ung boots at ung unang pic na blackwhite  so mali ung isa at ang liit pa ng size ng pure white next time bago niyo iship sabihan niyo muna kami lalo,1,0,0,0
101,so cute im happy with my purchase ang cute nya kaso maliit sa anak ko kaya benenta ko nalang oorder nlang ulit ako ng bigsize thankyou seller napaka quality nung shoes,1,0,0,1
102,nice my son likes it kaso malaki sa kanya hehe thanks seller,1,0,0,1
103,good ok sya maganda sakto sa baby ko yung size 26 i suggest mag adjust sa sizing kasi maliit ang size nya dalawa nga nabili ko yung una size 21 nakalagay kasi good for 14 cm so size 21 order ko para may allowance sya 13cm size ni baby kaso,1,0,0,0
104,nice sana kaso di kasya pa pala sa baby girl ko sa kuya niya kasya but overall ganda ng shoes bili ako ulit para sa girl ko,1,0,0,0
105,worth the price okay n okay nah for its pricemganda ang lakas mkasosyal sakto lng sa paa ng baby kohmeron n xa pngpictorialhehe ang bilis naship and ndeliverthank u so much,1,1,1,0
106,good quality medjo malaki pala sa anak ko dat pla size23 kaso dina available pero goods yung shoes maganda tama lang yung color,1,0,0,0
107,maganda po ung product love it kaso medyo malaki naorder ko di bale tago ko nalang muna pero all in all 5 star,1,0,0,0
108,white maganda xia kaso maliit sya sa 3 years old qu dapat pala ng dag2 aqu ng allowance thank you din kai kua rider ang bait,1,0,0,1
109,super goods ang ganda niya at super bet ko para sa baby girl ko kaso malaki nga lang ung naorder ko na size pero ok lng thank you seller,1,0,0,1
110,1010 ang ganda sobra kaso maluwag sa baby ko order ulit ako sana bago mag pasko dumating na sya para may masoot baby ko salamat seller,1,0,0,1
111,sobrang ganda ng shoes kaso malake pa sa baby ko na 1yr old super worth it ganda ganda,1,0,1,0
112,ok perfect na sana kaso d nasunod ung size nong pink shoessize 25 po order ko selller pero ang binigay size 23makaibang bata po pagbibigyan ko sayangpero overall ok xa at magandathank u parin seller,0,1,0,1
113,very good maganda sya kaso maliit mukhang matibay nman kaso ung sizing nya ay maliit bumibili den nman akmi ng sapatos na ganun size sakto lang sa kapatid ko pero ung size neto maliit talaga,1,0,0,0
114,okay naman siya for its price kaso lang napakanipis tlaga ng sheet at unan nag expect ako better na yung net nalang bilhin tsaka bili na lang ng ilalagay sa loob nga foamsheet at mga unan,1,0,1,0
115,thank you po maganda naman siya kaso manipis yung foem nya halos wala ngang laman pero ok na rin po,1,0,0,0
116,okay maayos naman kaso punit yung unan tinahi na lang manipis lang siya pero pwede na yung mosquito net lang talaga mahalaga salamat po,1,0,0,1
117,yung baby mosquito ok naman kasu yung towel na 5set hindi maganda yung tela  hindi told sa picture saka hindi iba yung design parehus lang ng design lahat tsaka ang ninipis pa at ang liit hindi told sa picture sa 5pcs set towel fast delivery naman kaso ang quality,1,1,0,0
118,perfect verry good quality po siyaat ska safe talaga c baby makakatulog ng mahimbing kc nd na xa dadapuan ng langaw at lamok c baby,1,0,0,0
119,maganda xa saktong sakto lang kay baby protected xa sa lamok at iba pang insectsmahimbing xang matulog now dahil janthanks seller,1,0,0,1
120,nice quality maagang dumating yung bedsheet di bumukad masyado pru all in all ok sya,1,1,0,0
121,nagustuhan xa ng binigyan ko kya 5star hindi din masyado matagal dumating tnx seller nasunod un kulay na gusto ko since girl yun pqgbbigyan,0,1,0,1
122,good uke lang maganda sa pricemalamok sa aming lugar,1,0,1,0
123,great item perfect mapapawow ka talaga ganda bagay na bagay sa baby boy namin godbless sa inyong business salamat shopee,1,0,0,0
124,ang ganda at ang laki pala talaga super excited na magamit ni baby pagkalabas nya sobrang bilis din mashipout thank you seller,1,1,0,1
125,super nice and super laki din nya magagamit up to 6months ni baby  must have for those mommies dahil na fo fold sya,1,0,0,0
126,nung una hirap na hirap ako isara tamang pagsunod lang sa instruction excited n ako magamit to ni lo ko,1,0,0,0
127,ang gandathankyou seller nagustuhan q tlga syadq dn iniexpect n malaki pla syai will give 5stars,1,0,0,1
128,maganda quality malaki din thank you po nahirapan lang ako e balig sa pag ka fold nya haha panu ko kaya to ma wrap pang regalo to for december salamat po,1,0,0,0
129,ang gandaaaaaa ang laki and ang bilis dumating solid to para sa baby ko thankies po seller for fast transactions and napaka gandang quality,1,1,0,1
130,good nice nmn cya tsaka ang mura din malaki din cya parang kasya sa 7years na bata thank you shoppee,1,0,1,0
131,ang bilis ng shipping and very affordable pa will definitely recommend this shop ang ganda ng quality ng product,1,1,1,0
132,wownice ang ganda niya at tunay na malaki ung item dhil pati kapatid ko na 14 yrs old kasya thank you for the good condition delivery,1,1,0,0
133,supper gandakaya paulit ulit me mag orderkc na reseller den po ako,1,0,0,0
134,ang ganda ang laki niya di ko expected gift ko to sa pamangkin ko hehe,1,0,0,0
135,ang gandaaa sobrang laki kasya siya hanggang 2 years old thanks seller,1,0,0,1
136,so cute nitosna matagal masira thank seller worth it nman sa price,1,0,1,1
137,high quality okay lang nmn yung items yung moskit ng bb is okay lang malaki sya pero yung bib lang diko nagustuhan kasi ang liliit baka di magkasya sa leeg ng bata,1,0,0,0
138,ang ganda po ng item na inorder ko sa shop na toang gaganda po ng kulaykaso hindi nasunod yung isapink yung inorder ko na kulay ng tent kaso orange dumatinganyway maganda naman yung kulaythank you po,1,0,0,0
139,ang cute ng folding bed hihi lalo ako naexcite sa pagdating ni baby thanks seller,1,0,0,1
140,good quality ok narin s price nya labhan muna bagu ipagamit s bby ndi kc maganda amoy nya,1,0,1,0
141,thank youuuuu ang ganda ng items sulit na sulit very affordable pero maganda at matibay sya,1,0,1,0
142,good grabeee ganda nya malaki rin bilis din dumating thankyou po,1,1,0,1
143,ganda ang cute sa baby order na kayo dito di kayo bibiguin,1,0,0,0
144,good super nice excited na ko magamit ng baby ko ito ang ganda nia although medjo manipis un bed okey narin sa price,1,0,1,0
145,maganda sya at malaki worth it nman ung bayad ko  naship nman saken ng maayos at wla nman damage kya 5star saken thanks,1,1,1,0
146,di ko inexpect yung laki niya kala ko sakto lang hehe medjo malaki din siya and sure makokomportable ang aking baby girl thank you seller its my 3rd time order sa store na ito responsive sila sa chat highly recommend 5,1,0,0,1
147,maganda po at tama ung ordrr na dumating saken ang happy ko pp salamat sellr d moko binago sa order ko mapagkakatiwalaan ung shop at si seller kase tama ung order na binibigay nila order na den kayo guyssss ganda pa at ang lake nya,1,0,0,1
148,kahit tent lang inorder ko sulit naman mgnda ang quality at malaki na size niya kasya ang turning 4mos kong baby tuwang tuwa siya sa bago niyang mosquito net sure na hindi lalamukin si baby,1,0,1,0
149,good bilis dumating order ko 2days lang meron na maganda yung product magagamit ni baby very satisfied thanks seller,1,1,0,1
150,wala man ako nung video at pics ng product pero supper worth it po ngg product di ka magsisisisuper legit sya maganda tila sa murang halaga lamangthank u seller,1,0,1,0
151,malaki siya  can be infant until toddler age,1,0,0,0
152,super comfortable si baby love this shop pang 2nd order ko na to pero ang ganda padin,1,0,0,0
153,goods na goods po ang ganda at ang laki nya,1,0,0,0
154,salamat seller and shopee got this baby mosquito net set for only 1 pesos  26 sf  sobrang sulit ang ang ganda at ang laki responsive din si seller told me naubos itong beige set at pinapili ako ibang color pero the good thing is nagkaroon agad sila stock,1,0,1,1
155,ang cute ng design  excited nko magamit ng baby ko,1,0,0,0
156,grbe ang ganda akala nmin tama lng cxa pang newborn baby pwede pa cxa kahit 2years old namalaki po cxa at maganda thankyou so much seller,1,0,0,1
157,well delivered nice product i am excited to pyt my baby asleep here salamat rider na mabait na binyaran ko thru gcash kasi wala ako cash thank you seller for fast shipping,1,1,0,1
158,thank you dumating na item ko kumpleto sya nung una kinabahan ako kc akala ko walang net ayun pla foldable sya hehe salamat po,1,0,0,0
159,salamat seller exited n kmi na gamitin to sa pag labas ng anak ko ang ganda nya po at wala pong damage yung item salamat po ng marami at kay kuya rider sa pag hated dtu mismo sa bahay,1,1,0,0
160,ok i really love this item for my babyit is great and super affordablepwede mo cyang e fold kapag di mo na magagamitthank you seller at maayos ang pagkabalot well recommend this to my sister na preggy dn,1,0,1,1
161,sobrang ganda talaga hindi ako nag hihinayang sa binayad ko ang laki sa personal magagamit hanggan 1years old sguro ito good quality order ako ulit sa shop nato nang iba pang gamitsalamat seller,1,0,0,1
162,super ganda at worth it ng item po satusfied client here i will definitely order again for big baby naman po thanks po ng marami for fast delivery,1,1,1,0
163,nareceive ko na po thank you seller and thanks sa nagdeliver god bless po thank you thank you thank youuuuuu so muchhhh poooooooooooooooooooooo,0,1,0,1
164,thank you seller ang ganda ng kulambo ng apo kotapos ang laki pala netokasya pa sya hanggang mag isang taon 5 ka sakinsulit ang bayad ko,1,0,1,1
165,okay naman malaki at prang secured naman c baby cant wait na gamitin,1,0,0,0
166,the item arrived ni good condition i did not expect na ganito sya kalaki as in na amazed ako nung pag open ko excited na akong ma try ng baby ko soon,1,0,0,0
167,thankyou seller  rider no damage yung kulambo nya medj manipis ang foam sa higaan at unan ng baby may mga tastas so dapat tahiin na lang para sure n di masira hehehe nasunod naman color at design ng gusto maraming salamat,1,0,0,1
168,thankyou seller super ganda nya nagustuhan sya ng sister ko for her baby i will order again soon thankyou so much love it,1,0,0,1
169,maganda naman sya hindi lang ganon ka kapal yung higaan pero pwede na malaki din pala sya thank you seller worth it naman sya,1,0,1,0
170,sobrang ganda nya po tas ang laki nya din super happy ako tama po pinadala ni seller ang bilis lng din ng dating thank u so much po,1,1,0,1
171,ang ganda at ang laki po talagano stain no sira  no butas excited na ako para sa baby ko khit 5months plng tummy kowla kasi budget kaya pa isa isa munahehethank you seller  godbless,1,0,1,0
172,maganda quality super laki kasya pamangkin ko na 2 yrsold matagal magagamit ng baby ko ito order na maganda quality super laki kasya pamangkin ko na 2 yrsold matagal magagamit ng baby ko ito i like it super 101,1,0,0,0
173,parcel received in good condition well packed and no damage ganda pang gift for baby shower thank you seller thank you rider and thank you shopee,1,0,0,1
174,maganda at malakikaso ang hirap ifold nd ko alam,1,0,0,0
175,good very nice quality po in actualkakainlove po tingnan thank you seller,1,0,0,1
176,thank you seller i received my order in a good condition sulit talaga at super satisfied po ako legit,1,0,1,0
177,received all the items in good condition magaganda lahat okay naman ang tela will order again satisfied customer here,1,0,0,0
178,maganda yung item wala namang sira medyo manipis lang yung foam nung higaan compare sa picture niya pero maayos naman akala ko rin may dalawang unan pa sa gilid maayos din yung packaging worth it naman sa presyo kahit paano salamat sa seller may less din siya nung bumili ako,1,0,1,1
179,ok nmn siyakaso expected ko n my bolster siya d ko n basa n 1set niya unan kulambo at comforter lng,1,0,0,0
180,super cute and malaki yung mosquito net ni baby,1,0,0,0
181,maganda sya and malaki sya sulit sa price first time ko umorder pero nagustuhan ko sya and mabilis din sya maship at madeliver nice one seller and sa rider po na alam na ang bahay namen dahil sa kakaorder ko sa shopee,1,1,1,0
182,ang gandamalaki pla akala komaliit hehehhehthank you seller,1,0,0,1
183,maganda ang item malaki xai assemble pa po ang net niagood ang itemmay magagamit na ang baby ko paglabas niathank you,1,0,0,0
184,nice po net niya  maganda siya yung nga lang yung pillow at bed foam niya manipis  salamat po,1,0,0,0
185,thank you shopee thank you po seller and thank you po rider keep safe and godbless po satisfied customer is wavingsa susunod po ulit,0,0,0,1
186,dumating na din sa wakas ok na man sya for its price cute din ng design excited na ko gamitin sa baby girl ko thank you so much po,1,0,1,0
187,thank you seller malaki siya at maganda buti naman at pang babae nadating hehe salamat din sa tropa ko na ang rider hahaha halos lahat ata sila hahaha thank you thank you thank you so much,1,0,0,1
188,didnt expect it to be this big ang ganda lalo akong naexcite kay baby,1,0,0,0
189,nice product ang ganda po malaki unexpected po well packeditems shipped immediately quality was goodvery nice po,1,1,0,0
190,wellpackaged tama yung color na binigay nashock ako kasi di ko ineexpect na ang laki talaga nya nakakatuwa sulit yung money ko thank you seller and kuyang courier,1,1,1,1
191,ang ganda ng quality nya and anlaki pala hahahahaha goods na goods yung item  walang damage thankyou seller,1,0,0,1
192,ang ganda ng quality at ang laki subra pa sa expect ko worth it po sya thank you so much seller,1,0,1,1
193,ang cute nyasobrang sulit ang bayadhindi kayo magsisisisobrang thank you kay seller at syempre din kay kuya rider,1,0,1,1
194,ang ganda nya at malaki  thanks po,1,0,0,0
195,thank you seller ang bilis nyang dumating and naka balot sya ng maayus ang ganda ng color,1,1,0,1
196,ang ganda malaki kaso pink yung order namin ang dumating is orange oky parin kasi ang ganda subra,1,0,0,0
197,all good soft ang higaan walang sira kaso yun nga lang may stain sya pero other side qala namam thanks to the seller parin,1,0,0,1
198,maganda at maayos pakaging ng item para po sa akin 5 star po sa shope na ito,1,0,0,0
199,first time ko ngorder dto sa shop nato at satisfied nman ako tent lang kinuha ko at malaki nadin sya,1,0,0,0
200,lahat maganda lalo na yong baby mosquito net malaki sya pang matagalang gamit ni baby,1,0,0,0
201,very nice po yung product di ka mag sisi,1,0,0,0
202,thankyou seller well packed at kompleto naman i didnt expect na malaki talaga sulit,1,0,1,1
203,thank you seller complete lahat ng items  ang ganda ang bilis ng shipping  thank you,1,1,0,1
204,thank you so much seller satisfied costumer heremedyo manipis ang baby bed pero tama lang kc mura lang nmn sya excited na ko magamit ni baby ang mga ito,1,0,1,1
205,ang ganda po ng item sulit n sulit ang price m malaki dn syathank you seller at kay kuya rider,1,0,1,1
206,ang order ko po is color pink bkit po hnd ganun baby girl po kc pamangkin kobut ok naman,0,0,0,0
207,malaki sya manipis lang yung comforter at ang unan pero okay nman sya,1,0,0,0
208,satisfied costumer here what you see is what you get bait pa ng seller nagrereply ng maayos definitely will buy again,0,0,0,1
209,thanks seller complete nman lahat and in good condition thanks you,1,0,0,1
210,very good maganda siya sakto sa budget,1,0,1,0
211,maganda yung product at mabilis dumating thank you seller will order again nice quality,1,1,0,1
212,thank you sellermaganda yong item thank you den sa rider,1,0,0,1
213,i like it so much thank u shopee mtagal dumating pero worth it nman i love it,0,1,1,0
214,malaki sya kasya ang set na binili ko no damage thank you seller,1,0,0,1
215,thankyou po ng marami shopee legit po talaga mag order dito maganda po yung order salamat po godbless,1,0,0,0
216,thank you po sa nag deliverang gaganda po ng designedso ill give a five starthank you seller,0,0,0,1
217,sobrang maganda sya kung ano yung nasa picture yun talaga din sya sa actual thank you shoppee,1,0,0,0
